Edad,Antiguedad_anios,Salario_mensual_COP,Horas_semanales,Distancia_trabajo_km,Satisfaccion_laboral,Balance_vida_trabajo,Anios_sin_ascenso,Trabajo_remoto,Horas_extra,Renuncia
40,22,6149294.94,39.35,45.68,3,1,0,1,1,0
30,8,4267932.55,36.64,14.36,4,3,8,0,1,0
51,23,4903475.62,47.37,31.63,5,5,1,1,1,0
29,11,3195161.64,44.17,10.62,2,3,8,1,1,1
60,2,1400000.00,53.78,4.48,2,2,5,0,0,1
44,9,2259706.33,38.07,43.21,1,2,9,1,1,1
22,4,2489459.32,30.21,13.22,3,2,7,0,0,0
38,17,3861424.50,41.21,42.19,4,4,5,0,1,0
27,9,4296412.85,35.69,34.08,1,5,6,0,1,0
61,16,4058503.92,42.02,19.60,5,5,7,1,0,0
44,21,4808426.26,51.19,14.67,3,2,9,1,0,0
50,15,3526306.15,44.36,10.10,4,1,2,1,0,0
45,11,4838197.38,39.92,1.08,1,1,2,1,0,1
22,4,3310932.77,52.86,57.53,3,3,8,0,1,1
44,22,4983646.69,45.60,5.93,1,2,4,0,1,1
36,18,4812463.88,47.50,17.30,5,4,8,1,1,0
35,17,6170155.90,49.28,57.19,5,5,0,1,0,0
28,10,1400000.00,38.02,34.52,3,3,8,1,1,1
41,22,5416704.23,34.00,32.60,2,5,6,0,1,1
33,15,3978219.17,34.37,52.78,1,2,8,0,0,1
34,16,4752801.25,42.74,46.22,3,5,5,0,1,0
29,8,3686919.07,35.74,41.47,4,3,8,0,1,0
62,24,4742840.66,42.91,55.29,4,2,4,0,0,0
55,13,2477425.80,40.18,26.99,3,3,3,0,1,1
34,16,3764006.95,50.40,22.41,1,1,2,1,0,1
63,9,4647333.74,48.79,17.69,2,1,0,1,0,1
24,6,2485721.25,59.74,20.09,1,1,0,0,0,1
23,5,3333465.40,39.21,33.59,2,3,8,1,1,1
41,3,3697395.05,44.12,30.53,4,1,7,0,1,1
31,12,3493725.15,32.31,50.41,2,2,7,0,0,1
60,25,3902716.20,36.74,4.06,1,3,1,1,0,0
48,21,5026447.43,49.24,42.69,3,2,10,1,0,1
48,13,4389504.73,40.35,35.05,3,5,3,0,0,1
64,0,1746789.25,38.41,4.35,3,3,1,1,1,1
25,7,4204824.71,35.55,49.01,3,4,5,1,1,0
24,4,1679999.94,44.35,13.54,2,1,2,1,0,1
31,0,1400000.00,35.46,35.82,2,3,8,0,0,1
31,13,1733668.10,55.06,54.13,2,2,0,0,0,1
57,7,3490435.09,43.28,27.36,3,4,9,0,0,1
41,12,2519970.72,42.90,56.81,1,4,9,0,1,1
58,4,2989405.53,52.47,19.29,3,3,2,1,1,1
38,20,3822147.34,34.64,32.06,2,5,7,1,0,0
33,15,4106627.75,40.50,55.70,2,4,3,1,0,0
37,7,4365235.15,53.48,47.55,1,4,3,0,1,0
28,10,3505804.39,56.87,62.00,1,3,9,0,1,1
54,4,2322384.79,39.92,36.33,4,4,3,0,1,1
42,1,2914260.90,36.06,11.77,3,3,9,1,1,1
53,19,5505311.97,60.80,16.52,1,2,5,1,1,1
19,1,1400000.00,45.73,44.81,3,2,6,0,1,0
41,1,1902121.23,41.01,11.49,2,2,9,0,0,1
25,2,1883265.61,36.14,50.75,2,4,0,0,0,0
47,11,1929826.52,59.93,40.20,2,1,8,0,0,1
51,16,5871114.12,58.18,58.65,5,3,8,1,1,1
43,20,1435701.73,62.25,21.02,5,2,1,0,0,0
53,8,3860308.93,48.21,9.61,5,4,6,1,0,0
54,12,1533026.78,34.30,57.37,2,3,8,0,1,1
53,28,7706677.75,39.39,53.41,5,2,5,1,1,0
23,5,4587543.18,43.14,63.26,5,3,1,1,0,0
35,17,3634827.56,45.86,5.06,4,1,7,0,1,1
29,11,2414564.51,34.90,2.10,3,4,4,1,1,0
49,8,2361686.31,45.10,4.37,5,1,9,1,1,1
41,22,6061408.15,52.34,33.95,4,5,0,1,1,0
43,0,3093572.09,46.82,24.03,2,3,5,0,1,1
56,22,3996175.95,39.65,34.34,5,4,9,0,1,0
25,0,2238869.30,48.11,45.05,3,2,3,1,1,1
19,1,1400000.00,39.89,54.11,4,3,9,1,0,0
62,13,4195644.20,35.46,21.92,5,1,4,0,1,1
19,1,2312514.98,55.84,59.71,5,1,2,0,0,1
20,2,1400000.00,42.62,32.31,1,5,9,1,1,1
27,9,2211088.40,55.28,6.58,1,3,5,0,1,1
29,11,5015644.71,44.39,44.58,3,5,0,0,0,0
43,25,5076844.28,49.17,55.05,4,3,7,1,0,0
22,3,1919979.84,45.16,22.58,3,4,5,0,1,1
22,4,1873297.46,30.00,30.05,1,3,9,1,0,1
29,5,2191537.75,39.51,57.00,2,3,6,1,1,1
58,13,1400000.00,42.49,57.19,1,2,6,0,0,1
23,5,1808471.56,62.36,23.90,2,3,9,1,0,1
29,11,4884921.15,39.47,48.38,5,4,6,1,0,0
53,20,3550847.49,55.11,24.44,3,1,6,0,1,1
61,8,1513457.92,38.41,62.54,2,1,6,0,0,1
57,28,8287412.97,30.00,63.49,4,2,2,0,1,0
49,14,6430702.77,47.65,36.34,3,4,1,0,0,0
45,5,2465940.26,32.70,53.24,4,1,8,0,0,1
45,26,6242319.24,42.36,4.43,5,4,5,0,0,1
21,3,2168630.19,46.74,19.91,2,1,3,0,1,1
53,14,4096711.70,42.40,15.90,2,4,10,0,1,1
44,14,4658560.45,46.77,34.96,2,3,3,1,1,1
46,12,4139635.76,45.24,8.08,5,4,6,0,0,0
22,4,1964323.00,45.62,40.17,4,5,5,1,1,0
53,18,3451431.85,30.00,25.35,3,2,5,0,1,1
22,4,3423051.20,43.44,62.49,5,1,1,1,1,1
28,0,1400000.00,54.08,13.18,4,1,7,0,1,0
59,14,5563072.64,38.12,8.68,4,2,4,1,1,0
45,12,4833657.15,37.47,45.68,5,1,5,1,0,0
39,11,2055285.18,35.19,37.25,1,4,3,0,1,1
31,13,2793557.33,40.86,44.29,2,3,0,1,1,0
58,28,6262619.56,51.30,11.74,1,2,6,1,0,1
41,0,2763381.05,38.83,7.25,3,1,4,0,1,1
44,14,3734966.84,35.65,43.26,2,3,1,1,1,1
64,30,5425300.14,43.20,43.90,1,5,1,0,0,0
43,25,5611070.00,53.61,42.91,4,4,8,0,1,0
36,11,2634714.10,44.31,16.22,5,4,4,0,1,0
60,23,5402919.13,42.54,41.22,1,4,10,0,0,1
52,8,3106497.09,45.79,40.79,3,5,7,0,1,1
40,22,4201889.58,48.19,62.25,4,2,10,0,0,1
65,30,6490135.01,30.00,55.76,1,1,10,1,0,1
38,6,2037245.75,45.66,3.31,4,4,1,1,1,0
63,28,6043003.19,44.83,20.45,3,5,0,0,1,0
34,2,1400000.00,41.45,59.40,1,2,3,1,1,1
38,20,4325345.65,34.01,61.38,1,4,10,1,0,0
31,12,1642549.30,37.78,17.24,3,4,6,1,0,0
50,16,4731129.40,41.19,55.48,1,2,1,1,1,1
28,5,2937744.06,34.08,15.92,1,2,0,0,1,1
23,5,1768496.85,45.07,9.69,4,4,7,1,1,0
38,0,1724419.01,43.57,18.46,2,5,7,1,1,1
23,5,1400000.00,45.92,46.15,3,5,2,0,1,0
21,2,1838253.95,47.55,0.74,1,1,2,1,0,1
23,5,1540871.47,44.65,44.77,3,4,0,0,0,0
19,1,3200545.30,39.87,18.12,1,3,10,1,0,1
38,2,2645365.69,50.32,30.16,2,1,2,1,1,1
19,1,1400000.00,47.10,44.95,5,2,0,0,0,0
33,15,2467508.26,30.03,2.60,1,4,10,1,1,0
20,2,2477648.45,46.15,40.07,3,2,2,1,0,0
25,7,3800816.79,43.78,1.40,2,2,2,0,1,1
19,1,4821487.88,37.60,21.59,1,3,4,0,0,0
58,23,7453590.07,47.22,54.29,2,2,7,1,0,1
27,9,4330419.01,46.07,8.70,3,1,2,0,1,1
56,8,3013360.44,42.51,44.25,1,4,7,1,0,1
22,4,3969925.82,40.89,14.10,1,4,8,0,0,0
35,17,3698373.17,55.46,42.17,2,2,1,0,1,1
45,27,7349046.91,37.74,43.78,2,3,2,1,0,0
64,15,4269783.82,55.70,29.61,4,4,0,0,1,1
46,23,7010306.92,43.64,2.12,1,3,0,0,0,0
44,26,6201608.53,30.54,62.46,4,5,4,0,0,0
22,4,3665514.45,45.01,31.93,3,1,8,0,0,1
26,3,2085248.86,40.69,17.34,1,3,7,1,0,1
19,1,4409911.03,36.85,2.09,2,2,1,1,1,0
50,28,6537539.28,44.54,27.61,5,1,10,0,1,1
19,1,1400000.00,46.16,20.53,2,3,10,1,1,1
49,15,3477367.76,41.18,45.57,2,3,5,1,1,1
41,4,1923821.73,53.15,16.15,4,3,6,1,1,1
41,23,6782511.68,44.11,22.79,4,5,8,0,1,0
56,2,1874002.87,46.01,61.60,1,1,5,0,0,1
27,9,6257830.69,46.42,46.67,2,2,1,1,1,1
51,3,1628185.52,38.78,38.73,5,2,6,0,1,1
65,14,3301233.71,37.08,34.15,5,4,4,1,0,0
52,8,2198831.95,45.96,9.03,2,3,4,0,0,1
62,27,6444882.75,38.50,10.56,5,2,6,1,0,1
40,4,1400000.00,55.49,44.01,3,2,2,0,0,1
58,14,4476392.50,54.80,35.28,1,3,2,0,0,1
30,12,3214962.29,49.71,20.44,5,4,9,0,0,0
53,2,2169307.79,48.23,7.84,2,5,3,1,0,0
48,17,3805550.71,47.34,2.52,4,4,3,1,1,0
27,3,3025859.98,46.69,32.64,1,1,5,1,1,1
28,4,1554351.83,44.13,41.09,4,5,1,1,1,0
34,16,5537813.50,36.67,60.25,5,2,5,0,1,0
41,21,5528321.07,52.72,12.20,1,2,0,1,1,1
35,6,1629636.30,33.67,19.01,4,1,8,1,0,0
37,19,5854766.66,54.11,64.91,4,4,1,0,0,1
25,7,2104642.66,46.94,47.83,2,3,0,1,0,0
26,8,2592508.73,42.25,59.02,3,1,5,1,0,1
42,16,4447350.67,57.79,62.68,4,3,2,0,1,1
61,12,4730919.82,35.68,36.65,4,3,1,1,0,0
61,17,6323496.80,44.10,40.86,1,1,1,0,1,1
24,6,2392494.09,44.66,13.80,5,5,0,0,1,0
21,3,1400000.00,46.66,5.14,1,1,4,0,0,1
61,11,2204653.63,47.00,61.62,3,1,5,0,0,1
52,4,3076041.86,45.73,63.06,3,3,10,1,1,1
61,23,5315098.35,39.22,24.38,2,4,0,0,1,0
32,13,3702268.70,35.32,58.41,1,4,10,1,1,1
41,23,6121929.75,41.92,61.25,3,3,7,1,0,0
54,11,3399270.67,48.32,26.19,2,2,3,0,0,1
49,6,1894594.19,35.50,44.80,2,2,3,0,1,1
55,10,4721949.75,40.11,3.84,2,1,4,0,1,1
64,4,3888819.24,37.22,17.91,2,4,6,1,0,1
38,14,3604174.75,54.89,18.90,4,5,1,0,1,0
22,4,2441920.77,54.11,56.88,2,1,4,1,0,1
60,23,4455154.82,52.86,36.97,4,3,0,0,0,0
35,17,2671506.53,47.82,41.70,4,3,5,0,0,0
62,28,6114442.32,39.55,11.07,4,3,2,1,0,1
54,20,2828248.58,40.10,15.68,3,1,6,1,1,1
38,1,2610144.69,46.71,39.24,2,4,8,1,1,1
45,9,2360074.51,48.20,53.20,4,3,4,1,1,1
35,17,4928467.51,48.72,56.06,1,5,4,0,1,1
22,4,1614986.95,47.23,31.62,3,4,6,1,0,0
61,30,6673843.77,35.65,58.14,4,3,2,1,1,0
29,1,1865664.29,40.03,6.09,2,4,9,0,1,1
23,5,2892458.11,38.30,56.54,2,5,10,0,1,1
44,26,5585483.82,42.82,34.39,2,4,7,0,0,0
24,6,2233028.06,50.70,46.66,5,2,0,1,0,0
27,9,4292862.93,51.39,37.57,1,5,8,0,1,1
59,12,2878953.43,37.56,41.69,3,1,1,1,0,1
37,18,4881083.52,35.78,55.68,4,3,8,0,0,0
61,25,6138476.56,36.48,59.69,5,1,5,1,1,0
64,10,2649507.98,42.52,3.79,5,1,6,0,1,1
52,21,2894978.24,41.80,6.75,1,1,6,1,1,1
54,26,6178190.48,57.39,57.41,3,5,6,0,0,1
50,25,4352745.07,38.85,21.28,5,4,0,0,0,0
19,1,1400000.00,52.01,52.44,2,1,10,1,1,1
52,8,2767496.36,52.65,14.12,4,2,10,0,0,1
35,5,2068714.46,51.43,6.35,4,4,5,0,0,0
24,6,2147377.02,43.93,25.92,2,3,4,0,0,1
20,2,2668702.55,41.33,35.34,2,5,7,0,1,0
48,23,5906368.54,53.50,57.39,2,1,9,1,1,1
59,28,5554864.38,57.23,41.61,4,1,0,1,1,0
23,2,2442261.91,45.01,47.13,4,3,8,0,1,1
65,18,6478150.22,49.43,41.68,2,3,4,1,0,1
42,19,3523724.81,38.27,10.45,3,2,9,1,1,0
57,27,4241819.28,48.67,58.07,4,1,4,0,0,1
42,22,4328830.19,50.03,39.52,5,4,6,1,0,0
57,9,4540821.08,34.63,13.66,2,4,8,1,0,0
51,4,2742255.39,34.51,13.23,3,4,5,1,1,0
23,5,2429641.57,46.88,42.43,1,4,5,1,0,1
56,25,3886252.28,42.66,17.88,1,4,6,1,0,0
48,4,1780492.03,33.86,26.39,4,3,3,1,0,0
65,11,3966822.63,49.26,63.12,2,5,9,0,0,1
21,3,2714497.76,50.26,51.09,3,1,9,1,1,1
54,4,4008676.47,39.23,43.65,1,5,7,0,1,1
51,4,2605535.49,40.72,13.31,3,2,5,1,1,1
24,6,3709059.03,39.84,15.90,2,2,8,0,1,1
61,19,4943631.08,43.37,34.61,5,4,10,0,0,0
36,11,4130219.49,54.26,14.32,4,5,3,0,0,0
40,15,4169595.01,42.56,60.30,2,5,10,0,0,1
24,6,1498328.21,45.24,29.32,3,2,4,1,0,0
59,22,5665294.80,43.57,29.11,1,2,2,1,1,1
27,8,1400000.00,36.45,41.38,1,3,0,1,1,1
58,13,4483907.59,48.69,63.04,4,4,9,1,1,1
61,17,4514615.93,38.87,61.48,2,2,3,1,0,1
41,23,6227542.30,35.51,9.93,5,1,2,1,1,0
64,2,2487432.06,39.51,54.44,2,3,10,1,1,1
33,15,4430020.13,30.00,22.75,4,5,4,0,0,0
57,7,3532170.78,42.63,2.42,3,2,1,0,1,1
23,5,3150900.78,39.33,33.85,2,4,2,1,0,0
65,4,2795709.19,42.09,62.27,2,3,5,1,0,1
47,15,4126773.14,32.61,57.63,1,5,9,1,0,0
51,22,6789133.34,46.83,64.30,5,5,3,1,1,0
64,20,5135619.55,49.30,16.97,5,3,2,0,0,0
50,25,4457608.82,42.23,48.78,1,2,10,1,1,1
35,3,1400000.00,43.47,40.42,3,5,1,0,0,0
39,6,4247544.76,45.29,10.25,4,1,0,0,0,0
28,6,3180546.51,30.00,41.60,1,4,3,0,1,1
32,14,2429430.79,46.24,35.46,3,2,4,0,1,1
23,5,1400000.00,57.52,10.50,5,2,1,1,1,0
28,7,2464300.86,44.24,14.40,3,1,4,0,1,1
35,0,1428721.35,45.87,64.12,4,1,4,0,1,1
51,15,4334688.06,33.04,52.23,5,2,2,0,0,0
40,22,6052260.16,33.52,18.28,5,4,0,0,0,0
48,20,4090429.66,39.13,13.01,2,2,0,0,1,1
64,17,3658651.15,46.00,4.80,5,3,1,0,1,0
62,22,4427300.99,53.74,11.59,2,2,10,0,0,0
41,14,4476282.84,41.04,47.86,4,3,5,0,0,0
40,16,3072097.26,49.10,18.23,1,2,5,0,1,1
33,15,4791477.72,44.61,64.32,4,4,10,0,0,0
36,12,3308774.49,44.85,1.42,3,5,3,0,0,0
57,20,4626384.32,31.01,33.52,1,5,3,0,1,0
56,13,1901296.64,56.24,20.89,3,2,5,1,1,1
20,2,1400000.00,59.56,54.41,2,3,9,1,0,1
20,2,1400000.00,50.49,21.78,4,1,10,0,0,1
57,26,4727895.01,59.57,44.63,5,1,7,0,0,1
53,14,4485345.12,49.85,12.64,5,1,4,1,1,1
20,2,1617419.44,44.74,51.10,3,1,3,0,1,1
41,23,6848650.05,34.00,15.18,3,1,2,0,0,0
41,23,5267228.10,39.42,21.13,5,5,1,1,1,0
46,18,4500592.86,39.78,44.31,3,2,2,0,1,1
34,15,3375450.81,43.91,64.58,1,5,2,0,1,1
63,30,6857001.67,52.31,17.66,2,3,10,1,1,1
31,3,3328040.76,50.90,49.42,3,2,5,1,1,1
64,12,3754531.61,35.54,34.16,1,1,6,0,1,1
22,4,1400000.00,37.37,13.26,1,2,8,0,1,1
52,30,5516501.96,30.00,43.86,1,2,10,1,0,0
60,19,4337409.11,43.97,61.50,1,2,9,1,1,1
58,16,6325361.30,46.58,64.88,2,1,7,0,1,1
49,15,3767353.59,45.25,8.59,2,2,8,1,1,1
42,13,5580129.48,38.61,14.63,3,3,7,0,1,0
62,12,4420361.69,40.85,2.98,4,4,6,1,1,0
62,1,1400000.00,40.34,19.65,1,2,8,1,0,0
65,19,5098299.84,40.99,51.89,3,4,6,0,0,0
42,10,2752651.66,49.20,14.48,2,5,5,0,0,0
20,2,1778240.34,40.55,54.04,1,2,4,0,0,1
59,26,5203220.42,42.26,33.27,1,1,10,1,0,1
59,21,6468611.86,37.90,12.72,3,3,7,1,0,0
38,8,3006325.07,39.54,12.12,5,3,9,0,1,0
57,8,2298811.83,31.18,63.39,5,3,7,0,1,0
44,18,3480487.22,38.91,48.81,2,2,8,1,1,1
39,18,4759224.28,53.35,36.18,1,5,5,0,1,1
52,5,1400000.00,46.84,34.73,4,1,6,0,1,1
36,18,5383641.61,41.54,43.71,5,1,4,1,0,0
28,9,2322935.77,49.69,25.10,3,1,6,1,1,0
23,5,2135646.18,36.91,27.06,5,4,2,0,0,0
30,12,2770365.94,44.95,63.36,3,3,5,0,1,1
52,20,5697467.51,38.35,57.68,5,1,1,1,0,0
39,6,3364618.57,42.54,14.37,4,2,10,0,1,1
34,16,4281211.06,43.95,13.46,1,2,3,0,1,1
52,10,2626679.85,34.11,61.36,2,1,7,0,0,1
45,9,5280502.72,44.13,52.79,4,2,10,1,1,1
60,13,3677461.67,38.50,2.48,4,1,6,0,0,0
62,0,1400000.00,35.87,35.32,4,3,6,1,1,1
39,21,6714164.62,39.11,54.32,5,2,4,0,1,0
60,7,1992300.48,36.29,56.96,3,5,0,1,0,0
30,12,4499259.81,30.00,51.43,1,4,9,1,0,0
21,3,1400000.00,38.34,43.55,5,4,10,1,0,0
43,2,1473512.08,40.08,1.06,2,1,8,0,1,1
19,1,1400000.00,35.88,57.92,3,1,5,1,0,1
34,8,2180358.39,43.99,0.92,5,1,2,0,0,0
56,26,6645594.19,31.57,48.72,3,3,9,1,1,0
54,25,4966206.90,48.46,6.67,4,1,10,1,1,1
19,1,2171671.22,48.78,20.36,2,4,2,1,0,0
54,29,7871488.95,43.08,64.47,4,5,7,1,1,0
55,0,1691119.67,41.36,36.93,4,5,5,0,1,0
54,5,1623340.62,43.65,30.60,4,4,8,1,1,1
59,21,4978317.99,31.14,37.87,2,3,3,1,0,0
27,9,4671402.17,52.55,18.20,5,2,5,1,1,0
63,18,4091830.35,38.15,63.57,1,5,1,0,0,1
61,29,7805022.47,52.67,34.51,5,2,3,1,0,0
36,14,3782304.05,54.16,8.64,2,5,10,1,1,1
20,2,2120483.28,37.92,1.89,2,4,9,1,1,0
42,11,2915095.98,37.64,54.43,2,2,9,1,1,1
45,27,6344449.52,54.92,14.75,3,1,3,1,0,0
25,7,1560517.04,40.43,18.29,4,1,5,1,0,0
43,12,2761121.13,46.86,7.97,2,5,5,1,0,0
44,10,3760990.18,53.56,26.68,5,2,1,1,1,0
55,8,3535443.76,58.68,27.73,4,3,3,0,0,1
25,7,2512386.18,41.17,17.86,1,1,10,0,1,1
41,23,5520801.97,47.27,57.08,1,3,0,1,0,0
20,2,2748997.62,41.73,47.64,5,3,7,0,0,0
45,12,3553188.52,41.63,49.11,3,2,9,1,1,0
56,25,5090254.22,47.39,63.00,3,2,9,0,0,1
46,27,8001784.24,48.03,5.98,1,1,4,0,0,1
32,14,4582821.74,46.00,8.23,4,4,8,0,1,0
61,7,5680616.35,38.83,9.69,3,1,1,0,1,1
39,21,4264068.33,43.41,1.04,2,3,6,0,0,1
54,6,2375140.83,38.02,22.22,4,3,10,1,1,1
20,2,2247264.90,30.00,40.43,5,5,5,1,1,0
44,3,2086887.81,35.77,38.13,3,2,7,1,0,1
49,10,3817512.20,50.06,3.58,3,4,10,1,1,1
32,14,3467426.89,30.98,36.76,1,5,9,0,1,0
38,17,4201276.21,32.58,17.85,2,4,4,1,1,0
27,9,3578625.06,55.13,64.31,2,5,1,0,1,1
55,7,2768765.96,51.35,29.87,1,2,9,1,0,1
26,8,4241732.24,37.43,14.34,1,1,8,1,1,1
48,30,7351157.98,41.53,5.16,1,1,6,0,1,1
44,25,5476751.49,52.07,41.40,3,2,7,1,1,1
21,3,1723379.64,50.36,52.01,5,2,9,0,0,1
41,5,2132649.86,46.17,49.24,5,4,10,1,0,0
51,22,5426795.67,35.76,12.36,4,3,2,0,0,0
57,28,8035738.61,37.41,28.07,3,1,10,1,0,0
40,18,3815103.70,49.31,4.85,3,4,2,1,0,0
29,5,2621226.11,36.13,38.08,2,3,9,1,1,1
26,5,1887347.64,48.54,21.63,5,5,3,1,1,0
50,20,5605990.74,54.02,21.84,4,2,5,1,0,0
49,3,2004628.43,30.00,45.30,5,5,6,0,1,0
23,5,4335171.47,37.15,54.54,2,1,6,0,1,1
56,2,1400000.00,47.58,11.29,4,3,6,1,1,1
23,5,2680279.89,47.03,51.17,1,4,2,1,1,1
30,9,1707451.86,37.77,25.07,1,2,4,0,1,1
61,3,2365965.24,52.20,12.74,2,5,6,0,0,1
55,19,2432921.36,65.00,15.70,4,5,6,1,1,0
29,11,3748775.26,42.75,35.59,2,5,5,0,0,0
29,11,2145384.48,40.23,23.61,5,5,8,1,0,0
41,8,2741426.18,45.17,52.40,2,1,6,1,1,1
27,5,1665884.55,41.49,30.81,1,4,1,0,0,1
21,3,3433882.63,43.99,36.35,1,1,8,0,0,1
50,10,3891730.46,48.06,63.09,4,1,2,1,0,0
33,12,4948867.74,30.00,55.31,2,1,10,1,0,1
41,11,4256032.38,47.47,18.65,3,4,10,0,0,0
22,4,4664176.30,49.10,44.55,4,5,2,1,0,0
24,6,4909621.25,56.63,34.92,2,4,3,1,1,1
19,1,3595790.09,40.63,34.32,3,3,3,0,1,1
63,13,3861714.61,65.00,30.31,1,2,3,1,1,1
22,2,2861331.47,44.86,14.03,1,5,2,0,0,0
43,2,3065479.80,41.57,30.98,3,3,5,1,0,1
38,5,3339587.74,39.49,6.20,3,3,7,0,0,0
35,6,3110598.54,46.19,56.94,1,3,4,0,0,1
57,12,3162440.24,45.46,50.30,5,4,0,1,0,0
38,5,3201417.07,59.43,53.78,4,1,3,1,0,1
39,1,1621407.72,51.56,52.64,3,5,3,0,0,1
60,16,4559821.67,41.85,30.01,3,1,1,0,0,0
25,1,3618017.92,46.99,60.31,3,5,3,0,1,1
48,16,3882861.16,36.12,12.23,5,1,7,0,1,0
37,19,4124923.87,41.16,58.95,4,3,10,1,0,0
25,3,4456051.72,36.67,40.73,1,1,8,1,1,1
24,5,1801804.67,49.07,60.92,1,1,0,1,1,1
37,19,4976169.83,45.16,29.44,2,2,2,1,0,0
64,16,5354904.00,42.78,33.37,1,4,6,1,1,1
24,4,2339698.21,36.50,59.89,3,1,10,1,1,1
63,2,2469019.37,42.07,46.64,2,5,10,0,0,1
42,14,4884730.64,41.67,21.65,2,4,3,0,1,0
44,22,6115669.30,35.84,29.51,3,4,9,0,0,0
30,10,6400168.52,38.74,47.59,4,2,5,1,0,0
42,8,3335657.73,52.94,24.10,1,4,6,1,0,1
49,17,3527897.27,30.00,40.87,1,3,9,0,1,1
30,12,5742575.37,48.95,5.10,5,5,10,1,0,0
61,27,5483398.72,31.93,51.21,5,3,2,1,1,0
20,2,2463466.07,38.58,50.19,1,2,2,0,0,1
47,13,1400000.00,34.27,60.41,3,4,0,1,0,0
52,11,3656020.76,46.57,27.24,2,5,1,0,1,1
34,16,5310919.12,36.93,5.94,2,4,5,0,0,0
54,4,2354722.79,50.17,34.39,4,1,6,1,1,1
31,3,2625912.32,53.06,46.94,5,2,7,1,0,0
42,9,2152209.25,41.52,40.97,1,4,0,1,1,1
52,17,4800468.51,31.47,16.65,3,3,9,1,1,0
60,19,4090354.57,42.70,26.18,5,1,8,1,0,0
63,29,5175278.11,47.21,58.42,1,3,9,0,0,1
49,21,3855148.46,38.57,26.88,3,1,7,1,1,1
43,13,2697589.23,43.63,17.81,3,4,6,0,0,0
63,18,5525521.01,57.80,6.48,3,5,9,1,0,0
49,23,6039279.31,52.20,51.59,2,4,10,1,0,1
35,13,4858143.46,40.09,36.49,2,2,0,1,0,0
25,7,4103909.06,53.95,38.10,3,4,1,1,0,0
49,25,5466930.43,46.90,43.83,4,4,0,1,0,0
48,7,2407044.76,35.02,12.10,3,1,7,1,1,1
28,10,3112028.51,49.64,60.97,3,3,0,0,1,1
51,24,6053023.45,47.83,8.66,3,3,6,1,1,0
49,18,4401218.25,42.98,51.81,5,1,8,0,0,1
24,6,2937922.08,49.03,59.24,1,4,9,1,0,1
58,26,6182474.26,30.00,30.94,2,1,3,0,0,0
26,8,4044866.52,33.75,58.14,1,5,6,0,1,1
40,15,5203626.60,52.69,2.00,4,5,4,0,0,0
41,8,3055850.78,47.18,49.34,3,5,6,0,1,1
61,21,5509892.30,49.77,22.71,1,4,6,0,0,1
25,7,3813776.13,31.39,31.91,2,3,5,0,1,1
28,10,4698269.28,53.22,1.59,5,4,2,0,1,0
36,18,7297022.57,44.54,36.46,5,5,8,0,0,0
31,13,4292111.66,34.94,19.50,2,4,9,0,0,0
50,17,4085690.05,40.78,51.90,1,5,8,1,1,1
50,17,5695209.77,30.00,2.55,2,2,8,0,0,0
50,6,3723038.35,44.60,55.48,5,3,8,0,1,0
56,17,5001699.05,39.81,50.63,3,1,9,1,1,1
21,3,2186018.77,35.70,40.96,2,1,2,1,1,1
19,1,1472899.38,47.70,6.99,2,1,2,1,0,1
56,5,5320103.74,43.42,25.90,1,2,8,1,0,1
64,15,1439662.88,38.47,33.11,2,4,9,0,0,1
63,23,6412600.42,32.92,14.10,4,4,5,0,1,0
41,8,3236156.22,42.95,20.54,5,2,2,0,0,0
21,3,2836155.88,42.62,45.23,4,5,7,1,1,0
58,30,7167322.44,35.51,19.39,3,4,7,1,1,0
47,25,6117075.70,49.58,2.07,4,1,0,0,1,1
38,8,3563399.52,44.30,60.30,4,5,8,0,1,1
46,6,3095476.89,51.95,11.47,3,2,7,1,0,1
47,12,2466019.70,53.34,33.10,2,2,10,0,1,1
39,21,5744845.80,39.66,42.51,2,3,6,0,1,1
28,0,1400000.00,40.33,26.44,4,4,9,0,0,0
50,26,7108143.60,50.42,57.64,4,1,9,0,0,1
22,4,2372788.15,43.49,33.23,3,4,9,1,0,0
28,10,3277386.30,37.55,40.49,5,5,1,1,0,0
44,26,7443820.15,38.59,34.26,4,1,6,0,1,0
29,11,3606635.17,52.79,21.87,2,3,1,1,1,1
63,2,2415361.92,41.49,0.96,5,2,5,0,1,1
60,11,3969307.69,30.00,13.29,4,3,9,0,0,0
65,22,5498469.16,42.93,24.66,1,1,2,0,1,1
22,4,2635914.56,46.28,64.52,3,1,7,1,0,1
33,10,2313557.74,37.47,62.99,4,3,1,1,1,0
62,16,3895542.07,46.13,37.24,2,2,9,0,1,1
22,4,3297656.66,35.94,54.10,2,4,7,1,1,1
60,18,5154577.65,47.71,45.81,3,3,0,1,1,1
54,17,3903095.19,40.31,50.99,2,4,3,0,1,1
57,15,4657798.52,51.18,49.47,3,4,9,1,1,1
27,9,4631355.45,46.76,50.74,5,1,3,0,0,0
21,0,1969360.53,42.81,54.07,3,1,10,0,1,1
56,3,4149534.83,33.64,29.77,3,3,6,1,0,0
55,21,5416396.60,54.00,61.05,1,1,9,0,1,1
22,4,1791630.98,52.34,36.92,3,2,9,0,1,1
65,1,1400000.00,30.91,28.28,3,2,3,0,1,1
