,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
8978,Fully Paid,9600.0,Source Verified,< 1 year,OWN,10.99,1200.0,debt_consolidation, 36 months,B
8979,Fully Paid,21600.0,Source Verified,10+ years,RENT,17.49,1600.0,home_improvement, 36 months,D
8980,Fully Paid,24000.0,Not Verified,1 year,RENT,7.49,1500.0,debt_consolidation, 36 months,A
8981,Fully Paid,40800.0,Verified,6 years,RENT,7.49,9000.0,debt_consolidation, 36 months,A
8982,Fully Paid,75000.0,Not Verified,6 years,OWN,8.49,11000.0,other, 36 months,A
8983,Charged Off,91500.0,Verified,2 years,RENT,16.89,7500.0,credit_card, 36 months,D
8984,Fully Paid,32000.0,Not Verified,2 years,RENT,7.49,1500.0,major_purchase, 36 months,A
8985,Fully Paid,30720.0,Source Verified,2 years,RENT,5.99,3500.0,debt_consolidation, 36 months,A
8986,Fully Paid,50000.0,Not Verified,10+ years,RENT,11.99,17000.0,debt_consolidation, 60 months,B
8987,Fully Paid,45000.0,Source Verified,9 years,MORTGAGE,12.99,3250.0,debt_consolidation, 60 months,C
8988,Fully Paid,40000.0,Not Verified,10+ years,OWN,8.49,5000.0,car, 36 months,A
8989,Fully Paid,63500.0,Not Verified,8 years,RENT,13.49,14000.0,debt_consolidation, 60 months,C
8990,Fully Paid,96000.0,Source Verified,1 year,MORTGAGE,15.99,3000.0,home_improvement, 36 months,D
8991,Fully Paid,38000.0,Not Verified,5 years,RENT,6.99,8500.0,debt_consolidation, 36 months,A
8992,Fully Paid,90000.0,Source Verified,10+ years,MORTGAGE,15.62,21000.0,debt_consolidation, 36 months,D
8993,Fully Paid,45600.0,Not Verified,10+ years,MORTGAGE,5.42,7500.0,vacation, 36 months,A
8994,Fully Paid,36000.0,Source Verified,4 years,RENT,17.49,2400.0,moving, 36 months,D
8995,Fully Paid,63000.0,Verified,5 years,MORTGAGE,11.49,20000.0,debt_consolidation, 36 months,B
8996,Fully Paid,43000.0,Not Verified,5 years,RENT,12.99,13800.0,credit_card, 60 months,C
8997,Fully Paid,50000.0,Source Verified,< 1 year,RENT,7.49,8000.0,credit_card, 36 months,A
8998,Fully Paid,80000.0,Source Verified,2 years,MORTGAGE,6.99,12000.0,debt_consolidation, 36 months,A
8999,Fully Paid,75000.0,Not Verified,5 years,MORTGAGE,6.99,5800.0,home_improvement, 36 months,A
9000,Fully Paid,116664.0,Verified,10+ years,RENT,16.49,8000.0,debt_consolidation, 36 months,D
9001,Fully Paid,70000.0,Verified,10+ years,RENT,10.99,24000.0,debt_consolidation, 36 months,B
9002,Fully Paid,100000.0,Not Verified,5 years,MORTGAGE,10.99,15000.0,home_improvement, 60 months,B
9003,Fully Paid,60000.0,Not Verified,< 1 year,RENT,13.49,12000.0,other, 36 months,C
9004,Charged Off,51000.0,Not Verified,1 year,RENT,11.49,4000.0,other, 36 months,B
9005,Fully Paid,315600.0,Source Verified,4 years,RENT,13.99,14000.0,debt_consolidation, 60 months,C
9006,Fully Paid,72500.0,Verified,1 year,RENT,7.49,12000.0,debt_consolidation, 36 months,A
9007,Fully Paid,82500.0,Not Verified,6 years,MORTGAGE,10.59,12000.0,other, 60 months,B
9008,Fully Paid,120000.0,Verified,8 years,OWN,19.29,10000.0,debt_consolidation, 36 months,E
9009,Charged Off,60000.0,Not Verified,2 years,RENT,20.62,9600.0,medical, 36 months,F
9010,Fully Paid,275000.0,Verified,4 years,MORTGAGE,10.59,30000.0,home_improvement, 36 months,B
9011,Fully Paid,26400.0,Verified,3 years,RENT,6.99,2500.0,car, 36 months,A
9012,Fully Paid,50400.0,Verified,2 years,RENT,18.79,10800.0,debt_consolidation, 36 months,E
9013,Charged Off,48000.0,Not Verified,7 years,RENT,6.99,2250.0,debt_consolidation, 36 months,A
9014,Fully Paid,54000.0,Not Verified,7 years,MORTGAGE,10.59,5500.0,car, 36 months,B
9015,Fully Paid,57881.76,Verified,10+ years,MORTGAGE,13.99,34475.0,debt_consolidation, 60 months,C
9016,Fully Paid,65196.0,Not Verified,5 years,MORTGAGE,13.49,9900.0,other, 60 months,C
9017,Fully Paid,90000.0,Not Verified,10+ years,MORTGAGE,8.49,18000.0,credit_card, 36 months,A
9018,Fully Paid,123000.0,Verified,4 years,MORTGAGE,20.25,25000.0,credit_card, 60 months,F
9019,Fully Paid,105000.0,Not Verified,10+ years,MORTGAGE,6.99,12000.0,debt_consolidation, 36 months,A
9020,Fully Paid,72000.0,Not Verified,10+ years,MORTGAGE,17.49,16000.0,debt_consolidation, 36 months,D
9021,Charged Off,40000.0,Source Verified,3 years,MORTGAGE,9.99,4000.0,debt_consolidation, 36 months,B
9022,Fully Paid,40000.0,Not Verified,< 1 year,RENT,16.49,8000.0,credit_card, 36 months,D
9023,Fully Paid,85800.0,Verified,10+ years,MORTGAGE,10.59,18900.0,debt_consolidation, 36 months,B
9024,Charged Off,30000.0,Verified,8 years,RENT,15.62,22750.0,small_business, 60 months,D
9025,Fully Paid,47000.0,Not Verified,10+ years,RENT,7.49,8800.0,debt_consolidation, 36 months,A
9026,Fully Paid,87000.0,Verified,< 1 year,RENT,20.25,10400.0,other, 60 months,F
9027,Fully Paid,120421.9,Source Verified,2 years,MORTGAGE,16.49,14000.0,credit_card, 60 months,D
9028,Fully Paid,45600.0,Not Verified,1 year,MORTGAGE,5.99,4000.0,credit_card, 36 months,A
9029,Fully Paid,57600.0,Not Verified,2 years,MORTGAGE,10.99,9000.0,car, 36 months,B
9030,Fully Paid,73328.76,Verified,10+ years,RENT,20.99,25000.0,debt_consolidation, 60 months,F
9031,Fully Paid,94000.0,Source Verified,10+ years,MORTGAGE,10.99,4800.0,home_improvement, 36 months,B
9032,Fully Paid,72000.0,Verified,7 years,MORTGAGE,19.29,12000.0,home_improvement, 60 months,E
9033,Fully Paid,96682.0,Verified,10+ years,MORTGAGE,12.99,25000.0,other, 60 months,C
9034,Fully Paid,65000.0,Verified,< 1 year,RENT,9.99,5200.0,debt_consolidation, 36 months,B
9035,Fully Paid,70000.0,Source Verified,4 years,MORTGAGE,16.89,10000.0,home_improvement, 36 months,D
9036,Fully Paid,70000.0,Not Verified,10+ years,MORTGAGE,8.49,9750.0,debt_consolidation, 36 months,A
9037,Fully Paid,96000.0,Verified,4 years,MORTGAGE,19.69,25000.0,debt_consolidation, 60 months,E
9038,Fully Paid,70150.0,Verified,8 years,RENT,14.79,21600.0,debt_consolidation, 60 months,C
9039,Fully Paid,42000.0,Not Verified,10+ years,MORTGAGE,10.99,8000.0,credit_card, 36 months,B
9040,Fully Paid,145000.0,Source Verified,< 1 year,MORTGAGE,10.99,7000.0,debt_consolidation, 36 months,B
9041,Fully Paid,48000.0,Not Verified,10+ years,RENT,12.99,8000.0,debt_consolidation, 36 months,C
9042,Fully Paid,48000.0,Source Verified,5 years,RENT,10.99,9000.0,credit_card, 36 months,B
9043,Fully Paid,135000.0,Source Verified,6 years,MORTGAGE,20.25,12000.0,vacation, 60 months,F
9044,Fully Paid,48000.0,Not Verified,7 years,MORTGAGE,16.89,2500.0,home_improvement, 60 months,D
9045,Charged Off,32004.0,Not Verified,1 year,RENT,7.49,2500.0,other, 36 months,A
9046,Fully Paid,85000.0,Verified,10+ years,RENT,13.99,25000.0,debt_consolidation, 60 months,C
9047,Charged Off,92000.0,Verified,10+ years,RENT,20.25,35000.0,other, 60 months,F
9048,Charged Off,150000.0,Verified,< 1 year,MORTGAGE,7.49,35000.0,debt_consolidation, 36 months,A
9049,Fully Paid,85000.0,Not Verified,2 years,RENT,10.99,9600.0,wedding, 36 months,B
9050,Fully Paid,84000.0,Source Verified,< 1 year,MORTGAGE,16.89,15000.0,home_improvement, 60 months,D
9051,Fully Paid,85000.0,Verified,7 years,MORTGAGE,16.89,35000.0,debt_consolidation, 60 months,D
9052,Fully Paid,75000.0,Source Verified,< 1 year,RENT,11.49,10000.0,wedding, 36 months,B
9053,Fully Paid,74000.0,Not Verified,4 years,MORTGAGE,16.89,12100.0,small_business, 36 months,D
9054,Charged Off,32400.0,Not Verified,10+ years,MORTGAGE,10.99,4200.0,other, 36 months,B
9055,Fully Paid,60000.0,Verified,10+ years,RENT,13.99,8400.0,home_improvement, 36 months,C
9056,Fully Paid,37000.0,Verified,7 years,MORTGAGE,10.99,8400.0,debt_consolidation, 36 months,B
9057,Fully Paid,70000.0,Not Verified,10+ years,MORTGAGE,17.49,3000.0,vacation, 36 months,D
9058,Fully Paid,100000.0,Source Verified,10+ years,RENT,21.36,7600.0,debt_consolidation, 60 months,F
9059,Fully Paid,80000.0,Source Verified,5 years,RENT,8.49,18000.0,credit_card, 36 months,A
9060,Fully Paid,94404.0,Not Verified,2 years,RENT,15.99,4000.0,debt_consolidation, 60 months,D
9061,Fully Paid,84000.0,Not Verified,3 years,MORTGAGE,19.69,10000.0,other, 60 months,E
9062,Fully Paid,200000.0,Verified,3 years,MORTGAGE,7.49,24000.0,home_improvement, 36 months,A
9063,Fully Paid,48000.0,Not Verified,10+ years,MORTGAGE,5.42,3500.0,debt_consolidation, 36 months,A
9064,Fully Paid,50000.0,Verified,6 years,MORTGAGE,17.49,24250.0,debt_consolidation, 60 months,D
9065,Fully Paid,80000.0,Not Verified,2 years,RENT,9.99,7800.0,credit_card, 36 months,B
9066,Fully Paid,59750.0,Verified,1 year,MORTGAGE,12.99,21000.0,home_improvement, 60 months,C
9067,Fully Paid,280000.0,Verified,10+ years,MORTGAGE,12.99,21600.0,debt_consolidation, 36 months,C
9068,Fully Paid,200000.0,Source Verified,8 years,MORTGAGE,20.25,35000.0,debt_consolidation, 60 months,F
9069,Fully Paid,54000.0,Not Verified,3 years,MORTGAGE,15.23,10000.0,debt_consolidation, 36 months,C
9070,Fully Paid,200000.0,Verified,3 years,MORTGAGE,11.49,21000.0,debt_consolidation, 60 months,B
9071,Charged Off,53000.0,Not Verified,8 years,RENT,17.49,6000.0,moving, 36 months,D
9072,Fully Paid,38400.0,Not Verified,10+ years,RENT,10.59,5000.0,vacation, 36 months,B
9073,Fully Paid,70000.0,Source Verified,9 years,RENT,14.79,3600.0,debt_consolidation, 36 months,C
9074,Fully Paid,84000.0,Verified,10+ years,MORTGAGE,15.99,15000.0,debt_consolidation, 60 months,D
9075,Fully Paid,55000.0,Source Verified,3 years,MORTGAGE,15.99,5000.0,debt_consolidation, 36 months,D
9076,Charged Off,50000.0,Verified,8 years,OWN,19.69,18800.0,home_improvement, 60 months,E
9077,Fully Paid,39996.0,Verified,4 years,MORTGAGE,10.59,19600.0,small_business, 60 months,B
9078,Fully Paid,65000.0,Source Verified,< 1 year,RENT,11.49,10000.0,debt_consolidation, 36 months,B
9079,Fully Paid,202000.0,Verified,7 years,MORTGAGE,10.59,28000.0,home_improvement, 36 months,B
9080,Fully Paid,108717.0,Source Verified,9 years,MORTGAGE,6.99,16000.0,credit_card, 36 months,A
9081,Fully Paid,89000.0,Not Verified,3 years,MORTGAGE,11.99,10800.0,debt_consolidation, 36 months,B
9082,Fully Paid,97000.0,Source Verified,7 years,MORTGAGE,13.49,35000.0,debt_consolidation, 60 months,C
9083,Fully Paid,140000.0,Verified,7 years,MORTGAGE,8.49,12000.0,credit_card, 36 months,A
9084,Fully Paid,70000.0,Source Verified,3 years,MORTGAGE,8.49,15000.0,debt_consolidation, 36 months,A
9085,Charged Off,65000.0,Verified,8 years,RENT,18.39,22000.0,debt_consolidation, 60 months,E
9086,Charged Off,60000.0,Source Verified,2 years,RENT,10.99,4200.0,debt_consolidation, 36 months,B
9087,Fully Paid,50000.0,Source Verified,2 years,RENT,8.49,7200.0,debt_consolidation, 36 months,A
9088,Charged Off,24000.0,Source Verified,< 1 year,RENT,13.49,1325.0,moving, 36 months,C
9089,Fully Paid,62000.0,Verified,9 years,MORTGAGE,10.99,8500.0,other, 36 months,B
9090,Fully Paid,100000.0,Verified,2 years,MORTGAGE,11.49,15000.0,debt_consolidation, 60 months,B
9091,Fully Paid,74000.0,Verified,10+ years,MORTGAGE,18.39,20000.0,debt_consolidation, 60 months,E
9092,Fully Paid,46000.0,Source Verified,2 years,RENT,12.99,8700.0,car, 60 months,C
9093,Fully Paid,30000.0,Not Verified,5 years,RENT,15.62,7000.0,medical, 36 months,D
9094,Charged Off,28000.0,Not Verified,2 years,RENT,10.59,6000.0,medical, 36 months,B
9095,Fully Paid,38400.0,Source Verified,7 years,RENT,10.59,4000.0,other, 36 months,B
9096,Fully Paid,33600.0,Not Verified,< 1 year,RENT,15.99,9600.0,debt_consolidation, 36 months,D
9097,Fully Paid,32000.0,Not Verified,2 years,RENT,15.62,8575.0,other, 36 months,D
9098,Fully Paid,65000.0,Source Verified,7 years,RENT,15.99,7000.0,credit_card, 36 months,D
9099,Fully Paid,80000.0,Verified,< 1 year,MORTGAGE,7.49,11000.0,debt_consolidation, 36 months,A
9100,Fully Paid,42000.0,Source Verified,< 1 year,RENT,5.99,8000.0,other, 36 months,A
9101,Fully Paid,116000.0,Source Verified,10+ years,MORTGAGE,7.49,18000.0,debt_consolidation, 36 months,A
9102,Fully Paid,37080.0,Source Verified,5 years,MORTGAGE,11.99,12000.0,car, 60 months,B
9103,Fully Paid,55000.0,Source Verified,1 year,OWN,10.99,10000.0,credit_card, 36 months,B
9104,Fully Paid,55000.0,Source Verified,10+ years,MORTGAGE,7.49,6500.0,credit_card, 36 months,A
9105,Fully Paid,90000.0,Not Verified,1 year,MORTGAGE,6.99,7000.0,debt_consolidation, 36 months,A
9106,Charged Off,35832.0,Source Verified,< 1 year,RENT,16.89,4000.0,other, 60 months,D
9107,Fully Paid,80000.0,Not Verified,4 years,RENT,12.99,3500.0,major_purchase, 36 months,C
9108,Fully Paid,54000.0,Verified,10+ years,RENT,8.49,12000.0,debt_consolidation, 36 months,A
9109,Fully Paid,96000.0,Not Verified,10+ years,MORTGAGE,13.99,13000.0,debt_consolidation, 60 months,C
9110,Fully Paid,80000.0,Not Verified,8 years,RENT,10.59,18000.0,debt_consolidation, 36 months,B
9111,Fully Paid,32000.0,Source Verified,5 years,RENT,13.49,1900.0,other, 36 months,C
9112,Fully Paid,59000.0,Verified,1 year,RENT,5.42,5500.0,credit_card, 36 months,A
9113,Fully Paid,35000.0,Source Verified,5 years,OWN,20.25,10000.0,small_business, 60 months,F
9114,Fully Paid,70000.0,Not Verified,10+ years,RENT,6.99,8000.0,credit_card, 36 months,A
9115,Fully Paid,54000.0,Source Verified,3 years,MORTGAGE,13.49,6000.0,debt_consolidation, 36 months,C
9116,Fully Paid,67300.0,Verified,4 years,RENT,13.99,13800.0,debt_consolidation, 36 months,C
9117,Fully Paid,56400.0,Source Verified,10+ years,RENT,19.29,7400.0,other, 60 months,E
9118,Fully Paid,54000.0,Source Verified,10+ years,MORTGAGE,5.42,1400.0,major_purchase, 36 months,A
9119,Fully Paid,36184.8,Verified,2 years,OWN,9.99,12000.0,other, 36 months,B
9120,Fully Paid,55182.4,Verified,< 1 year,RENT,6.99,6000.0,other, 36 months,A
9121,Fully Paid,85000.0,Verified,10+ years,OWN,11.99,30000.0,debt_consolidation, 60 months,B
9122,Fully Paid,47900.0,Source Verified,3 years,RENT,14.79,8000.0,debt_consolidation, 60 months,C
9123,Fully Paid,41000.0,Verified,6 years,RENT,8.49,15000.0,debt_consolidation, 36 months,A
9124,Fully Paid,85000.0,Source Verified,4 years,MORTGAGE,10.99,6000.0,debt_consolidation, 36 months,B
9125,Fully Paid,25000.0,Not Verified,10+ years,OWN,10.99,9175.0,credit_card, 36 months,B
9126,Fully Paid,64000.0,Verified,5 years,MORTGAGE,10.99,6000.0,credit_card, 36 months,B
9127,Fully Paid,82000.0,Source Verified,7 years,RENT,19.69,12000.0,debt_consolidation, 60 months,E
9128,Fully Paid,90000.0,Source Verified,1 year,MORTGAGE,9.99,15000.0,small_business, 36 months,B
9129,Fully Paid,111996.0,Not Verified,1 year,RENT,7.49,12000.0,debt_consolidation, 36 months,A
9130,Charged Off,55000.0,Source Verified,10+ years,MORTGAGE,13.49,8025.0,debt_consolidation, 36 months,C
9131,Fully Paid,60204.0,Not Verified,10+ years,MORTGAGE,7.49,10000.0,home_improvement, 36 months,A
9132,Fully Paid,52000.0,Not Verified,3 years,MORTGAGE,8.49,6000.0,other, 36 months,A
9133,Fully Paid,90000.0,Verified,10+ years,MORTGAGE,16.89,35000.0,debt_consolidation, 60 months,D
9134,Fully Paid,74250.0,Verified,3 years,RENT,11.99,3000.0,credit_card, 36 months,B
9135,Fully Paid,48000.0,Source Verified,8 years,RENT,16.49,10000.0,debt_consolidation, 60 months,D
9136,Fully Paid,20000.0,Source Verified,4 years,RENT,12.99,6350.0,small_business, 60 months,C
9137,Fully Paid,15000.0,Not Verified,< 1 year,RENT,8.49,4750.0,debt_consolidation, 36 months,A
9138,Fully Paid,101040.0,Not Verified,10+ years,RENT,11.49,7000.0,car, 60 months,B
9139,Fully Paid,68000.0,Verified,5 years,MORTGAGE,9.99,11500.0,debt_consolidation, 36 months,B
9140,Charged Off,36000.0,Source Verified,3 years,MORTGAGE,5.99,12000.0,debt_consolidation, 36 months,A
9141,Fully Paid,30000.0,Source Verified,4 years,RENT,15.62,1400.0,major_purchase, 36 months,D
9142,Fully Paid,60000.0,Source Verified,8 years,RENT,6.99,7000.0,home_improvement, 36 months,A
9143,Fully Paid,145000.0,Verified,< 1 year,MORTGAGE,11.99,21000.0,debt_consolidation, 36 months,B
9144,Fully Paid,62900.0,Source Verified,10+ years,RENT,11.99,13775.0,debt_consolidation, 60 months,B
9145,Fully Paid,86748.0,Source Verified,2 years,MORTGAGE,8.49,10000.0,car, 36 months,A
9146,Fully Paid,33996.0,Source Verified,1 year,RENT,6.99,1500.0,debt_consolidation, 36 months,A
9147,Fully Paid,85000.0,Verified,10+ years,MORTGAGE,13.99,30000.0,debt_consolidation, 60 months,C
9148,Fully Paid,32678.4,Verified,10+ years,MORTGAGE,15.23,3075.0,debt_consolidation, 36 months,C
9149,Fully Paid,52000.0,Verified,5 years,RENT,10.59,5000.0,debt_consolidation, 36 months,B
9150,Fully Paid,82000.0,Verified,5 years,MORTGAGE,10.99,20000.0,major_purchase, 36 months,B
9151,Fully Paid,164000.0,Verified,10+ years,MORTGAGE,13.99,35000.0,home_improvement, 36 months,C
9152,Fully Paid,52000.0,Source Verified,1 year,RENT,7.49,5000.0,other, 36 months,A
9153,Charged Off,40000.0,Verified,10+ years,MORTGAGE,15.62,8000.0,debt_consolidation, 36 months,D
9154,Fully Paid,21600.0,Source Verified,1 year,OWN,7.49,4200.0,debt_consolidation, 36 months,A
9155,Charged Off,120000.0,Verified,8 years,MORTGAGE,11.49,15000.0,credit_card, 36 months,B
9156,Fully Paid,32000.0,Not Verified,6 years,RENT,13.49,12600.0,debt_consolidation, 60 months,C
9157,Fully Paid,100000.0,Verified,5 years,MORTGAGE,8.49,12000.0,debt_consolidation, 60 months,A
9158,Charged Off,78000.0,Source Verified,10+ years,MORTGAGE,20.25,30000.0,debt_consolidation, 60 months,F
9159,Fully Paid,46551.0,Verified,10+ years,MORTGAGE,7.49,5000.0,other, 36 months,A
9160,Fully Paid,36000.0,Source Verified,5 years,RENT,11.49,1200.0,medical, 36 months,B
9161,Fully Paid,24000.0,Source Verified,< 1 year,RENT,15.62,4400.0,debt_consolidation, 36 months,D
9162,Fully Paid,36000.0,Source Verified,< 1 year,MORTGAGE,11.99,15000.0,debt_consolidation, 60 months,B
9163,Fully Paid,45000.0,Source Verified,2 years,RENT,12.99,7000.0,debt_consolidation, 36 months,C
9164,Fully Paid,150000.0,Source Verified,3 years,MORTGAGE,18.79,20200.0,home_improvement, 60 months,E
9165,Charged Off,18000.0,Verified,10+ years,RENT,11.49,4000.0,debt_consolidation, 36 months,B
9166,Fully Paid,55438.0,Verified,4 years,RENT,13.49,19400.0,credit_card, 36 months,C
9167,Fully Paid,45000.0,Not Verified,10+ years,RENT,15.62,7500.0,credit_card, 36 months,D
9168,Fully Paid,44000.0,Not Verified,4 years,MORTGAGE,10.99,11200.0,debt_consolidation, 36 months,B
9169,Charged Off,39000.0,Not Verified,3 years,RENT,15.62,2500.0,debt_consolidation, 36 months,D
9170,Fully Paid,100300.0,Verified,3 years,RENT,11.99,24000.0,debt_consolidation, 36 months,B
9171,Fully Paid,97500.0,Not Verified,10+ years,MORTGAGE,18.79,8000.0,debt_consolidation, 60 months,E
9172,Charged Off,45000.0,Source Verified,5 years,MORTGAGE,10.99,5000.0,car, 60 months,B
9173,Fully Paid,63000.0,Not Verified,7 years,MORTGAGE,13.49,8575.0,credit_card, 36 months,C
9174,Fully Paid,200000.0,Verified,3 years,MORTGAGE,7.49,4800.0,other, 36 months,A
9175,Fully Paid,130000.0,Verified,10+ years,MORTGAGE,17.49,35000.0,credit_card, 36 months,D
9176,Fully Paid,30000.0,Verified,10+ years,RENT,6.99,10625.0,debt_consolidation, 36 months,A
9177,Fully Paid,70000.0,Verified,4 years,RENT,20.62,15000.0,debt_consolidation, 60 months,F
9178,Fully Paid,95610.0,Not Verified,10+ years,MORTGAGE,10.99,6000.0,medical, 36 months,B
9179,Charged Off,117000.0,Verified,10+ years,MORTGAGE,19.69,30000.0,debt_consolidation, 60 months,E
9180,Charged Off,49000.0,Source Verified,1 year,MORTGAGE,17.49,4000.0,debt_consolidation, 36 months,D
9181,Charged Off,48000.0,Source Verified,2 years,MORTGAGE,13.99,15000.0,credit_card, 36 months,C
9182,Fully Paid,56950.0,Verified,8 years,RENT,8.49,28000.0,debt_consolidation, 36 months,A
9183,Fully Paid,128000.0,Source Verified,10+ years,MORTGAGE,7.49,6000.0,debt_consolidation, 36 months,A
9184,Fully Paid,65000.0,Verified,4 years,RENT,6.99,8400.0,credit_card, 36 months,A
9185,Fully Paid,150000.0,Source Verified,10+ years,RENT,14.79,18400.0,debt_consolidation, 36 months,C
9186,Charged Off,66072.0,Not Verified,10+ years,RENT,11.49,2500.0,other, 36 months,B
9187,Fully Paid,185000.0,Verified,7 years,MORTGAGE,17.49,28000.0,debt_consolidation, 36 months,D
9188,Fully Paid,145000.0,Not Verified,1 year,RENT,10.99,10000.0,credit_card, 36 months,B
9189,Fully Paid,60000.0,Source Verified,10+ years,RENT,8.49,5000.0,home_improvement, 36 months,A
9190,Fully Paid,9600.0,Verified,1 year,MORTGAGE,11.49,3250.0,small_business, 36 months,B
9191,Fully Paid,140000.0,Verified,10+ years,RENT,10.59,3725.0,credit_card, 36 months,B
9192,Fully Paid,93218.0,Verified,5 years,MORTGAGE,11.49,12000.0,other, 36 months,B
9193,Fully Paid,45000.0,Not Verified,1 year,RENT,15.99,6000.0,small_business, 36 months,D
9194,Fully Paid,33600.0,Verified,10+ years,RENT,13.49,14400.0,credit_card, 60 months,C
9195,Fully Paid,42000.0,Source Verified,5 years,MORTGAGE,11.49,16000.0,debt_consolidation, 60 months,B
