Sales;TV;Radio;Newspaper;Web;Price;Discount;Distribution;Seasonality_Index
9,94;51,20;12,58;0,30;325,46;19,37;7,50;69,98;0,98
16,43;193,38;21,84;38,69;80,05;21,60;0,24;69,60;1,19
8,97;156,00;8,00;0,30;110,22;19,73;4,86;65,09;1,01
13,27;178,89;4,71;26,93;118,86;23,15;9,60;70,94;1,13
19,65;198,51;29,81;11,14;151,95;19,95;8,77;75,73;1,15
11,56;4,37;28,36;54,98;80,76;14,39;12,07;44,70;1,05
13,79;0,70;40,12;0,30;160,93;19,83;11,25;55,25;1,09
23,61;244,91;47,63;33,17;163,62;18,95;10,77;75,29;1,09
15,68;153,00;18,73;36,47;79,21;16,25;12,83;47,79;1,17
20,15;190,85;40,96;48,36;311,05;17,89;11,31;71,47;0,79
13,55;190,77;28,87;23,38;156,38;21,62;8,36;56,33;0,81
22,63;251,15;41,77;52,53;205,70;21,65;9,54;73,34;1,05
15,56;3,66;51,79;75,63;62,68;12,58;12,47;41,56;1,11
9,39;70,84;2,93;19,24;122,02;17,97;6,55;43,89;1,10
13,54;52,72;44,25;43,47;69,29;23,16;4,67;48,97;0,99
11,57;49,22;15,72;73,66;247,99;18,47;11,57;63,10;1,04
14,06;235,52;0,13;67,75;103,61;21,52;3,22;72,09;1,08
28,31;281,32;55,00;47,02;188,16;25,56;11,56;88,72;1,08
18,75;159,12;28,40;4,64;238,79;22,54;11,22;73,82;1,12
18,10;227,53;13,67;30,50;319,19;24,55;10,20;77,78;1,04
17,81;143,08;14,42;24,05;225,49;11,28;10,99;72,84;1,11
4,53;41,16;2,99;44,07;160,52;24,83;2,11;55,39;1,13
14,29;127,05;37,18;56,36;104,36;22,58;7,96;54,61;1,02
7,98;88,15;18,72;37,55;159,36;27,61;6,22;52,48;1,02
13,30;37,85;23,07;9,64;196,25;16,12;18,75;55,06;1,14
15,02;92,15;25,87;17,71;178,65;13,78;9,02;59,28;1,22
8,84;112,76;20,19;28,63;103,75;19,89;4,69;60,86;0,83
15,21;45,97;38,83;12,98;212,90;17,90;4,79;63,96;1,09
23,96;146,62;43,63;70,46;302,96;23,12;16,16;88,31;1,20
15,33;98,45;27,55;7,89;158,97;22,76;6,92;63,92;1,12
15,96;226,58;3,02;51,21;201,34;21,36;5,36;74,95;1,10
21,46;264,13;23,28;14,66;252,90;20,66;11,05;77,11;1,11
9,45;111,69;9,52;4,91;147,98;21,10;9,57;51,87;1,14
13,91;232,90;0,00;84,16;148,78;21,49;9,19;63,70;0,88
15,37;105,15;14,62;39,51;277,84;18,89;10,14;65,47;1,18
8,22;76,64;7,94;29,75;291,99;22,77;10,67;51,72;0,77
7,45;20,85;18,66;46,58;247,43;23,12;10,41;54,67;1,13
6,19;91,68;2,49;31,32;149,92;23,13;8,26;69,13;0,80
22,65;298,28;37,36;99,40;55,12;22,83;7,90;66,42;1,12
25,05;245,94;31,25;57,22;217,92;15,13;13,28;72,19;1,04
9,86;24,17;43,99;18,28;95,96;18,14;7,66;51,12;1,01
11,27;76,16;13,93;18,33;254,08;16,82;6,71;52,52;0,96
15,87;242,62;3,71;20,74;175,38;20,87;7,13;72,74;1,03
14,47;114,61;39,46;58,97;93,98;18,29;9,90;63,42;0,74
15,23;230,85;25,65;27,45;105,02;21,20;0,75;62,76;1,00
10,68;105,00;18,29;28,38;168,20;16,45;1,77;48,08;1,14
13,99;19,97;45,17;83,77;46,73;15,65;9,73;40,71;1,27
14,42;131,21;25,65;57,44;70,23;24,52;11,62;62,46;0,99
14,76;175,66;20,89;29,95;62,97;17,54;1,56;57,77;0,94
8,90;127,16;12,25;39,88;177,60;20,24;8,33;52,96;0,77
7,74;101,85;4,07;4,51;127,93;22,36;5,30;73,22;0,95
15,19;177,38;43,40;62,96;179,27;24,19;8,19;57,77;0,98
16,54;196,77;13,34;64,49;221,98;24,07;9,98;70,05;1,15
4,35;14,79;3,48;29,39;170,96;19,68;3,02;47,16;0,87
24,43;228,69;54,38;45,66;150,01;23,88;5,03;60,26;1,16
9,70;148,02;14,01;26,98;199,41;24,66;7,42;63,14;1,03
11,48;213,83;6,48;3,47;118,45;21,99;6,09;68,08;0,99
15,57;141,52;13,75;41,52;182,20;14,57;4,18;73,34;1,17
12,57;201,77;2,13;7,72;198,28;18,87;10,80;67,27;1,07
19,79;212,77;44,59;50,55;117,09;23,69;6,44;56,36;1,14
10,23;98,78;4,21;22,75;126,92;17,59;5,21;59,69;1,11
7,56;156,86;0,00;13,28;134,68;25,31;7,68;64,66;1,06
17,85;177,97;22,65;32,38;252,39;20,52;9,39;74,86;1,00
1,98;25,85;0,49;32,80;88,06;19,17;8,71;49,67;0,84
13,24;65,55;32,08;54,22;213,65;23,36;6,13;61,03;0,81
18,69;211,15;34,06;27,33;160,48;20,44;3,51;67,91;1,01
