comentario;sentimiento;base
Pero incluso el talentoso Carrell no puede salvar esto. 0;0;imdb
A sus compañeros de reparto no les va mucho mejor, con gente como Morgan Freeman, Jonah Hill y Ed Helms simplemente malgastados. 0;0;imdb
La historia en sí es sólo predecible y perezosa. 0;0;imdb
El único trabajo de efectos real es la presencia de todos los animales, y la integración de estos en las escenas es uno de los peores y más obvios trabajos de pantalla azul / verde que he visto. 0;0;imdb
Pero sea lo que sea lo que les costó tanto, no se tradujo en calidad, eso es seguro. 0;0;imdb
La película tiene éxito a pesar de, o quizás debido a, un presupuesto obviamente exiguo. 1;1;imdb
Me alegro de que la película no haya elegido la opción más obvia, como lo habría hecho una película menor. 1;1;imdb
Además de tener una de las canciones más hermosas jamás escritas, French Cancan también cuenta con una de las damas más lindas y guapas de la pantalla. 1;1;imdb
Es difícil no enamorarse de esa chica. 1;1;imdb
En el lado negativo, es lo suficientemente insípido como para causar arrepentimiento por otras 2 horas de vida desperdiciadas frente a la pantalla. 0;0;imdb
Largo, quejumbroso y sin sentido. 0;0;imdb
Pero recomiendo esperar por sus esfuerzos futuros, déjalo ir. 0;0;imdb
Excelente reparto, trama, actuaciones. 1;1;imdb
Totalmente creíble. 1;1;imdb
Anne Heche fue absolutamente convincente. 1;1;imdb
La representación de Sam Shepard de un gung ho Marine fue aleccionadora. 1;1;imdb
Me senté clavado a la pantalla del televisor. 1;1;imdb
Con todo, le doy a este un rotundo 9 de cada 10. 1;1;imdb
Creo que Tom Hanks es un buen actor. 1;1;imdb
Disfruté leyendo este libro a mis hijos cuando eran pequeños. 1;1;imdb
Me decepcionó mucho en la película. 0;0;imdb
Un personaje es totalmente molesto con una voz que me da la sensación de uñas en una pizarra. 0;0;imdb
Hay una escena totalmente innecesaria de tren / montaña rusa.;0;imdb
Una película muy, muy, muy lenta, sin rumbo sobre un joven angustiado y distraído.;0;imdb
No estoy seguro de quién estaba más perdido: los personajes planos o el público, casi la mitad de los cuales se fueron.;0;imdb
Intentando la astucia con ángulos de cámara en blanco y negro e inteligentes, la película decepcionó, se volvió aún más ridícula, ya que la actuación era deficiente y la trama y las líneas casi inexistentes.;0;imdb
Muy poca música ni nada de lo que hablar.;0;imdb
La mejor escena de la película fue cuando Gerardo está tratando de encontrar una canción que sigue corriendo por su cabeza.;0;imdb
El resto de la película carece de arte, encanto, lo que significa ... Si se trata de vacío, funciona, supongo que está vacío.;0;imdb
Desperdiciado dos horas;1;imdb
Hoy vi la película y pensé que era un buen esfuerzo, buenos mensajes para los niños.;0;imdb
Los constructores de suspenso eran buenos, y solo cruzaban la línea de G a PG.;1;imdb
"Me gustaron especialmente las elecciones no cliché con los padres	 en otras películas, podía predecir el diálogo de forma literal, pero la escritura en esta película hizo mejores selecciones.";1;imdb
Si quieres una película que no sea asquerosa pero que te dé escalofríos, esta es una excelente opción.;1;imdb
Alexander Nevsky es una gran película.;1;imdb
Es un increíble artista de cine, uno de los más importantes que vivió.;1;imdb
Me alegro de que esta pretenciosa pieza de mierda no funcionara según lo planeado por Dodge Stratus Big Shots ... Ayudará a los cineastas que no están en el muy restringido negocio cinematográfico de Quebec.;0;imdb
Esto si es la primera película que le he dado un 10 a en años.;1;imdb
Si alguna vez hubo una película que necesitó el boca a boca para promocionar, esto es todo.;1;imdb
En general, la película es interesante y estimulante.;1;imdb
Además, tenía un buen ritmo y se adaptaba a su tiempo de ejecución relativamente corto.;1;imdb
Dale un vistazo a este.;1;imdb
Le di un 10;1;imdb
El viento y el león están bien escritos y actúan magníficamente.;1;imdb
Es un verdadero clásico.;1;imdb
En realidad, resultó ser bastante decente en lo que respecta a las películas de terror / suspenso de primera categoría.;1;imdb
Definitivamente vale la pena echarle un vistazo.;1;imdb
El problema era el guión.;0;imdb
Fue horrible.;0;imdb
No había nada creíble al respecto en absoluto.;0;imdb
El único suspenso que sentía era la frustración de cuán retrasadas eran las chicas.;0;imdb
MANNA FROM HEAVEN es una excelente película que es predecible e impredecible al mismo tiempo.;1;imdb
Las escenas suelen ser divertidas y ocasionalmente conmovedoras a medida que los personajes evalúan sus vidas y hacia dónde se dirigen.;1;imdb
El elenco de actores veteranos es más que un simple viaje de nostalgia.;1;imdb
La representación de Ursula Burton de la monja es conmovedora y divertida al mismo tiempo sin burlarse de las monjas o de la iglesia.;1;imdb
Si está buscando una película con un elenco excelente, buena música (incluida una versión de Shirley Jones de The Way You Look Tonight) y un final alentador, pruébelo.;1;imdb
No creo que estés decepcionado.;1;imdb
Francamente, después de Cotton club y Unfaithful, fue un poco embarazoso ver a Lane y Gere en esta película, porque es MALO.;0;imdb
La actuación fue mala, los diálogos fueron extremadamente superficiales y poco sinceros.;0;imdb
Era demasiado predecible, incluso para una película para chicas.;0;imdb
Demasiado políticamente correcto.;0;imdb
Muy decepcionante.;0;imdb
Lo único que realmente vale la pena ver es el paisaje y la casa, porque es hermoso.;1;imdb
Amo a Lane, pero nunca la he visto en una película tan mala.;0;imdb
Una hora y media ojalá pudiera volver.;0;imdb
Pero en términos de la escritura es muy fresco y audaz.;1;imdb
La actuación ayuda a la escritura muy bien (quizás la hermana idiota y sabia podría haberse jugado mejor), y es una verdadera alegría verla.;1;imdb
La dirección y la cinematografía no son tan buenas.;0;imdb
La película fue tan aburrida, que a veces me encontré ocupada en el papel en lugar de verla (¡nunca sucedió durante una película de Columbo!;0;imdb
), y algunas veces fue tan embarazoso que tuve que apartar la mirada.;0;imdb
La dirección parece demasiado pretenciosa.;0;imdb
Las escenas con la vecina tan madura son un lugar equivocado.;0;imdb
Y generalmente las líneas y la trama son más débiles que el episodio promedio.;0;imdb
Luego, la escena en la que debatieron si despedir o no al trompetista (quien fue acusado falsamente por el asesinato) es un horror puro, realmente estúpido.;0;imdb
Un poco de aplauso se debe dar al preludio sin embargo.;1;imdb
Realmente me gustó eso.;1;imdb
Una gran película de un gran director.;1;imdb
La película te tenía al borde de tu asiento y te daba un poco de miedo de ir a tu auto al final de la noche.;1;imdb
La música en la película es muy bonita también.;1;imdb
Aconsejo a cualquiera que vaya a verlo.;1;imdb
¡Brillante!;1;imdb
10/10;1;imdb
Me gustó demasiado esta película.;1;imdb
Mi único problema es que pensé que el actor que interpretaba al villano era Michael Ironside, de baja renta.;0;imdb
Se sacudió mi mundo y es sin duda una visita obligada para cualquier persona sin salidas sociales o físicas.;1;imdb
Sin embargo, esto no compensa el hecho de que, en general, esta fue una película tremendamente aburrida.;0;imdb
No había química entre Ben Affleck y Sandra Bullock en esta película, y no pude entender por qué consideraría incluso dejar a su futura esposa por esta chica con la que supuestamente fue eliminado.;0;imdb
Hubo varios momentos en la película que simplemente no necesitaban estar allí y que eran extremadamente lentos.;0;imdb
Este fue un pobre remake de la boda de mis mejores amigos.;0;imdb
En definitiva, una gran decepción.;0;imdb
No puedo creer que los actores acordaron hacer esta película.;0;imdb
No podía soportar verlo por mucho tiempo por temor a perder I.Q.;0;imdb
Supongo que nadie en la red que transmitió este goteo lo vio antes de ponérselo.;0;imdb
Las calificaciones de IMDB solo bajan a 1 por horrible, es hora de obtener algunos números negativos allí para casos como estos.;0;imdb
Vi a Mirrormask anoche y fue una experiencia insatisfactoria.;0;imdb
Desafortunadamente, la inexperiencia de la dirección significó que escena tras escena pasó con poca tensión dramática o conflicto.;0;imdb
Estos son los temas centrales de la película y se manejan de manera inepta, estereotipada y sin profundidad de imaginación.;0;imdb
Todas las imágenes bonitas del mundo no pueden compensar un trabajo defectuoso en el núcleo.;0;imdb
Es una hora y media de pérdida de tiempo, después de que un grupo de estudiantes de secundaria muy bonitos se quejen y lloren por la vida.;0;imdb
No puedes relacionarte con ellos, demonios, apenas puedes entenderlos.;0;imdb
Este es definitivamente un clásico de culto que vale la pena ver y compartir con otros.;1;imdb
Esta película es un desastre puro, la historia es estúpida y la edición es la peor que he visto, te confunde increíblemente.;0;imdb
El pez está mal hecho y algunas de sus tomas submarinas se repiten mil veces en la película.;0;imdb
Una película verdaderamente mala.;0;imdb
La actuación es terrible, y la escritura es peor.;0;imdb
La única forma posible de redimir esta película sería como el forraje MST3K.;0;imdb
Yo pague demasiado;0;imdb
Además, es un verdadero placer ver a Anthony Quinn jugando a Crazy Horse.;1;imdb
¡Era tan aburrido!;0;imdb
¡Ninguna trama en absoluto!;0;imdb
Una vez más, ninguna trama en absoluto.;0;imdb
¡Horrible!;0;imdb
¡La peor hora y media de mi vida! ¡Dios mío!;0;imdb
¡Tuve que salir del teatro por unos minutos para obtener un poco de alivio!;0;imdb
Odio las películas así.;0;imdb
Sí, la película bastante chupó.;0;imdb
¡NO HAY PARCELA O HISTORIA!;0;imdb
Si vas a ver esta película, trae una almohada o una novia / novio para mantenerte ocupado.;0;imdb
Horrible.;0;imdb
No creo que alguna vez haya ido a ver una película y me haya disgustado tanto.;0;imdb
Era bueno que las entradas solo costaran cinco dólares porque estaría loco si hubiera pagado $ 7.50 para ver esta mierda.;0;imdb
NADIE se identifica con estos personajes porque todos son recortes de cartón y estereotipos (o estereotipos previsiblemente previsibles).;0;imdb
Esta es una mala película, con mala escritura y buenos actores ... una fea caricatura diseñada por Paul Haggis para personas que no pueden manejar nada más que los trazos audaces en la narración ... una imagen pintada con crayones.;0;imdb
Crash es una pequeña y deprimente nada que provoca emociones, pero no te enseña nada si ya sabes que el racismo y los prejuicios son cosas malas.;0;imdb
"Aún así, me gusta esta película por su empoderamiento de las mujeres	 No hay suficientes películas como esta.";1;imdb
Tu cerebro intentará apagarse como parte de un impulso primordial de autoconservación.;0;imdb
"Me quedé destrozado por la experiencia de ver esta ""película"" y tardé dos horas en recuperarme por completo.";0;imdb
Esta película ahora se une a Revenge of the Boogeyman y Zombiez como parte de la trinidad infernal de las películas de terror.;0;imdb
Ciertamente no me refiero a esta distinción de buena manera.;0;imdb
Me refiero a esto de una manera terrible.;0;imdb
Esta película no tiene características redentoras.;0;imdb
Todo es espantoso.;0;imdb
El trabajo de cámara sin arte nos presenta infinitamente el escenario más feo que se pueda imaginar, es decir,;0;imdb
La historia está más allá de la estupidez.;0;imdb
¿El guión está allí? ¿Un guión?;0;imdb
Los niños son molestos.;0;imdb
El protagonista es libre de carisma.;0;imdb
Absolutamente sin mérito en ningún nivel, esto es similar a la tortura.;0;imdb
Incluso lo diré de nuevo, esto es tortura.;0;imdb
Tal vez habría una explicación razonable para esta atrocidad.;0;imdb
No es un viaje agradable de autodescubrimiento.;0;imdb
Muy poco recomendado.;0;imdb
Si esta premisa suena estúpida, eso es porque lo es.;0;imdb
Sí, es tan malo.;0;imdb
Nada en absoluto para recomendar.;0;imdb
Una excelente actuación de la Sra.;1;imdb
Garbo, quien demostró desde el principio que sus talentos podrían traspasarse de la era silenciosa (quería ver algo de su trabajo silencioso, pero Netflix no parece estar almacenándolos).;1;imdb
También es genial ver que la renombrada guionista silenciosa Frances Marion no ha perdido ni un solo paso, pasando del silencio al sonido.;1;imdb
Esta película sufrió debido a la escritura, necesitaba más suspenso.;0;imdb
Hubo demasiados primeros planos.;0;imdb
Pero aparte de eso, la película pareció arrastrarse y los héroes no trabajaron realmente por su libertad.;0;imdb
Pero esta película es definitivamente una renta por debajo del promedio.;0;imdb
¡Te encantará!;1;imdb
Esta película es mala.;0;imdb
Muy malo.;0;imdb
La película es demasiado larga.;0;imdb
Este es definitivamente uno de los malos.;0;imdb
La película que recibí fue una película de gran calidad para su edad.;1;imdb
John Wayne hizo un trabajo increíble por ser tan joven en la industria del cine.;1;imdb
