horas_estudio_dia,asistencia_pct,nota_previa,tareas_entregadas_pct,horas_sueno_dia,participacion_pct,ausencias_semestre,tutorias_mes,nota_final
4.93,98.38,3.10,65.50,7.49,59.54,5,4,4.92
0.64,66.63,3.48,71.23,8.49,58.33,1,1,3.76
1.18,94.69,2.61,70.95,6.06,88.52,6,0,3.87
1.23,86.86,2.66,63.89,6.48,57.26,2,3,3.97
3.10,55.52,2.30,65.23,6.46,47.24,2,4,3.75
3.08,80.94,4.32,53.27,8.75,64.33,2,1,4.48
1.89,99.00,3.74,67.43,7.91,74.23,7,1,4.52
1.66,98.02,3.38,76.11,5.26,84.19,1,0,4.51
3.90,90.55,3.30,69.63,8.96,49.30,5,2,4.71
2.01,82.25,3.47,50.87,6.85,74.22,8,0,4.09
2.41,79.35,2.59,94.13,7.53,82.74,7,1,4.19
3.02,98.86,3.59,76.37,7.03,54.14,7,3,4.55
1.51,85.25,3.56,66.63,7.17,45.07,10,2,3.98
0.56,70.14,3.63,97.51,8.34,59.69,1,0,4.13
1.49,56.94,2.89,51.00,5.16,39.14,5,2,3.13
2.72,84.31,2.73,51.03,6.36,91.02,2,0,3.69
2.45,70.62,3.91,94.92,5.41,91.08,6,2,4.56
0.94,93.10,3.88,99.24,6.94,54.21,10,3,4.53
0.67,96.09,2.79,75.07,6.46,42.45,2,1,3.81
1.07,75.07,4.24,71.10,7.48,90.24,3,2,4.66
2.74,83.77,2.10,91.85,7.19,88.97,4,2,4.26
1.11,56.19,4.61,85.01,5.89,73.49,7,1,4.19
3.39,84.99,3.59,76.49,6.04,65.06,5,1,4.67
4.28,96.49,2.33,96.79,6.01,55.48,7,3,4.22
4.87,63.73,2.98,71.91,7.99,35.22,9,4,3.99
3.21,62.24,3.68,60.80,5.44,82.31,4,1,4.05
4.43,79.00,2.74,74.33,7.79,91.63,5,1,4.34
3.27,82.12,4.59,58.64,5.11,45.24,8,3,4.72
0.58,96.96,4.67,54.58,7.98,38.41,7,3,4.23
3.18,65.52,3.81,77.98,5.11,59.73,2,3,4.43
1.08,94.19,4.78,59.34,5.81,86.12,3,1,4.60
3.54,66.52,2.69,51.95,7.57,49.74,3,1,3.62
4.12,78.87,4.28,67.64,8.83,49.25,1,0,5.00
5.34,84.42,3.14,94.22,7.01,48.73,2,3,4.86
1.82,97.51,4.09,73.91,6.62,58.86,10,2,4.60
4.78,58.87,2.01,53.61,7.45,63.22,4,4,3.79
2.07,92.43,2.12,64.69,8.66,79.69,3,2,3.67
4.56,55.63,3.97,96.32,5.37,93.31,7,1,4.73
4.36,56.06,2.26,59.38,8.99,69.04,5,1,3.86
0.54,82.80,3.28,82.36,7.99,42.66,3,0,3.89
4.01,60.35,3.36,73.92,8.50,40.60,0,4,4.14
4.53,75.49,2.30,86.29,5.01,76.53,10,3,4.05
1.64,72.54,3.83,81.75,7.70,45.35,5,3,4.13
5.38,92.00,2.64,85.44,5.45,64.70,3,4,4.86
3.31,66.13,2.02,83.96,5.20,40.52,5,2,3.67
4.96,98.17,3.61,81.52,6.74,98.43,8,4,5.00
4.29,74.11,2.50,86.30,5.17,52.07,8,3,3.86
4.63,83.80,4.31,52.16,7.10,71.86,10,1,4.74
1.28,76.00,3.46,93.09,5.35,58.15,2,3,4.12
1.35,72.08,2.36,51.00,5.44,49.94,0,3,3.11
4.29,56.76,2.16,51.81,7.84,44.00,7,4,3.34
1.91,91.45,2.42,64.04,5.93,74.97,10,4,3.57
1.63,61.31,2.53,77.13,5.98,60.58,2,2,3.41
2.03,91.77,3.95,50.52,6.13,48.06,4,0,4.10
5.24,94.80,4.69,78.45,5.04,48.77,6,2,5.00
2.54,73.65,3.91,74.56,8.25,73.09,2,3,4.73
0.99,85.53,2.89,58.13,6.39,66.26,9,2,3.63
3.45,95.46,4.66,98.20,6.84,45.41,7,0,5.00
3.69,99.20,3.25,54.75,5.88,62.51,1,0,4.41
0.78,60.09,2.49,96.85,7.01,63.68,5,0,3.62
2.06,89.51,3.76,88.34,6.09,92.48,7,2,4.61
3.77,73.99,3.04,70.18,5.51,62.08,5,4,4.26
0.63,60.72,3.44,86.20,5.75,81.95,3,0,3.69
1.40,67.83,3.91,82.24,7.51,88.59,7,2,4.23
1.53,79.55,3.84,61.43,7.75,48.21,7,1,3.91
4.76,73.94,4.50,63.39,5.59,89.53,6,1,4.84
1.60,79.07,4.24,87.91,6.52,82.01,9,1,4.40
2.03,78.33,2.16,86.83,7.42,64.71,7,4,3.83
1.21,88.33,2.55,77.50,8.77,59.12,5,1,3.96
1.94,90.12,3.62,72.93,7.41,89.62,10,1,4.35
3.67,89.37,4.04,99.05,7.18,50.92,4,2,4.93
5.46,81.29,4.32,58.22,8.60,67.95,2,2,5.00
1.55,78.53,3.57,51.63,5.48,41.36,0,2,3.99
4.01,55.36,3.45,85.90,5.03,46.51,3,2,4.24
2.23,99.35,2.72,61.38,8.37,53.05,10,4,4.06
0.86,61.54,4.52,80.76,5.85,55.62,7,4,4.11
3.94,76.66,2.94,75.30,8.86,50.22,9,2,4.33
2.76,60.81,2.89,50.96,7.36,39.20,5,2,3.48
3.94,56.48,2.21,61.19,7.50,93.80,6,0,3.67
0.85,76.32,2.25,85.73,6.82,74.74,3,1,3.90
5.29,60.21,2.51,74.63,6.46,77.46,9,1,4.07
4.80,73.14,3.49,84.07,7.75,44.25,5,1,4.65
1.40,98.06,2.43,79.41,7.08,38.53,10,1,3.79
2.17,92.04,3.16,93.60,7.08,47.54,9,4,4.27
3.04,87.48,2.63,63.19,5.03,60.55,1,2,4.01
1.18,58.47,2.05,72.74,5.50,47.63,6,0,3.08
3.71,73.69,3.89,86.31,7.65,39.47,6,1,4.70
1.34,62.34,2.77,63.83,5.08,84.69,0,4,3.42
4.28,69.94,3.91,58.88,7.89,60.08,1,1,4.33
2.35,72.80,2.60,79.02,5.49,42.00,8,4,3.46
4.08,58.74,2.06,99.41,7.74,84.38,0,3,4.23
3.91,77.09,3.46,65.56,6.36,50.95,10,2,4.16
4.83,71.50,4.59,66.74,8.70,89.68,9,0,4.92
3.61,66.78,3.59,62.21,5.84,94.47,7,3,4.29
2.83,68.38,4.59,91.57,8.74,86.73,7,0,4.86
5.18,86.33,4.29,54.53,6.67,45.47,2,3,5.00
0.96,97.63,2.38,81.16,7.97,85.81,6,3,3.98
1.00,62.01,3.88,52.39,7.28,47.67,6,1,3.52
5.44,56.40,4.25,62.30,5.54,57.87,4,4,4.75
4.26,79.91,2.65,80.27,5.69,57.11,7,0,3.86
0.55,63.50,2.13,90.58,5.80,71.08,9,3,3.44
1.77,59.50,4.17,59.84,6.98,41.40,8,2,3.93
2.95,62.83,2.54,68.16,7.04,45.60,1,3,3.61
0.73,92.21,4.64,95.02,6.96,59.21,1,3,4.86
4.68,98.19,2.38,75.61,6.88,61.71,8,4,4.63
5.12,97.27,2.28,96.10,6.45,54.25,1,0,4.55
3.57,74.07,2.78,76.05,7.70,86.54,5,3,4.58
3.18,81.65,3.71,74.71,5.66,70.20,3,2,4.47
5.16,81.41,2.76,59.64,8.52,81.79,10,2,4.31
3.62,62.76,2.37,56.85,7.62,40.72,0,2,3.67
3.46,80.45,2.04,52.92,5.49,77.55,4,3,3.61
2.93,61.45,4.22,50.42,8.83,63.41,2,1,4.37
2.97,99.85,4.73,99.66,5.80,70.95,2,4,5.00
3.99,58.59,3.69,91.45,7.64,81.27,5,0,4.49
3.34,85.17,4.44,96.86,5.42,59.67,8,3,4.99
3.18,62.57,4.53,52.89,8.08,58.84,5,0,4.18
3.02,70.07,4.41,52.76,8.00,57.05,1,4,4.56
3.49,82.64,3.18,63.30,7.19,98.55,0,2,4.71
1.56,94.18,3.62,57.68,5.76,46.03,6,0,3.94
3.36,89.21,3.95,85.92,8.83,81.60,4,2,5.00
4.25,94.46,2.47,71.34,7.43,75.51,4,4,4.49
4.24,66.07,2.61,54.92,8.84,35.54,10,3,3.59
5.42,94.38,2.80,97.28,5.77,72.09,6,0,5.00
0.89,68.42,3.69,72.70,7.18,75.25,5,0,3.55
2.13,83.68,4.11,57.04,6.69,68.36,3,4,4.59
2.25,72.78,3.34,72.33,5.89,53.40,0,3,4.10
1.13,88.95,4.73,98.40,8.52,57.03,4,3,4.79
4.15,86.96,2.56,84.49,6.80,87.33,0,3,4.42
5.12,98.80,3.63,61.98,6.95,96.36,5,4,5.00
1.19,93.89,2.74,82.47,8.16,53.24,2,4,3.99
3.88,80.85,4.16,92.74,5.80,55.15,8,3,4.87
1.39,55.10,2.79,59.62,5.15,73.96,10,4,3.10
1.53,77.60,4.02,93.00,7.00,36.38,9,0,4.26
2.45,59.08,2.45,84.33,5.01,50.27,8,2,3.35
1.22,56.55,3.43,83.81,6.81,60.44,1,0,3.82
4.77,96.82,3.65,93.16,5.30,44.08,9,3,5.00
4.47,56.38,3.55,72.48,5.66,94.94,3,2,4.61
1.97,88.77,2.35,71.13,8.35,49.31,5,0,3.54
1.11,89.28,3.14,86.70,6.15,79.84,9,0,4.12
3.35,61.11,2.83,56.57,7.08,47.12,9,0,3.53
1.83,78.64,3.86,83.44,8.72,55.33,3,2,4.34
0.51,66.78,2.24,98.77,7.32,60.90,8,1,3.09
0.63,72.07,4.53,71.72,6.21,87.63,8,1,4.36
1.88,98.56,2.72,77.28,8.91,52.59,2,2,4.28
3.82,79.75,3.36,58.90,8.10,48.87,1,1,4.36
4.06,75.68,4.50,96.19,8.44,88.72,5,1,5.00
1.56,88.41,4.41,62.09,7.55,68.96,5,4,4.57
3.48,68.59,3.95,56.32,7.32,52.63,9,0,4.13
4.49,84.86,3.82,72.19,7.05,90.49,6,2,4.74
1.85,58.54,4.19,76.90,8.44,64.61,2,4,4.29
1.32,78.12,3.29,55.91,7.98,93.88,2,3,4.02
3.99,59.81,3.87,78.15,6.71,60.06,0,0,4.57
5.33,76.93,2.69,68.01,5.27,61.80,2,4,4.45
5.04,65.54,3.69,77.69,5.99,82.92,7,1,4.79
2.32,84.40,4.79,67.02,6.40,76.34,7,0,4.74
3.74,87.92,4.11,84.99,7.80,41.02,8,3,5.00
2.82,92.64,2.50,87.55,6.44,56.17,8,1,4.23
4.30,72.37,4.58,90.94,6.57,65.32,5,0,5.00
1.72,97.18,3.30,87.77,7.34,40.16,4,2,4.37
3.77,93.06,4.67,51.60,8.15,65.02,2,2,5.00
5.10,89.85,3.22,73.95,8.57,66.18,4,0,4.75
4.99,86.98,3.04,93.07,9.00,70.05,8,0,4.67
3.99,58.72,2.26,53.72,8.23,53.35,1,3,3.57
2.86,89.86,3.64,51.37,8.36,50.46,9,2,4.01
1.10,72.82,4.33,51.42,6.91,68.13,3,2,4.17
2.95,59.81,3.44,57.52,5.80,76.32,10,2,3.72
1.64,76.34,2.39,88.77,8.57,53.55,0,3,3.79
2.91,58.73,2.72,95.81,8.53,59.86,6,1,4.05
2.12,74.69,2.51,54.23,7.77,95.86,7,4,3.64
4.44,77.54,2.56,78.43,5.25,74.05,3,3,4.24
4.70,55.64,2.68,91.78,5.05,99.21,10,4,4.20
4.01,83.25,4.61,55.28,5.00,66.36,6,0,4.78
0.93,64.32,4.53,96.10,8.90,73.62,6,0,4.55
2.53,82.03,4.62,98.31,7.77,45.90,8,2,4.79
1.40,70.93,4.48,94.00,6.66,65.80,3,4,4.65
3.14,86.81,4.68,79.03,8.42,41.45,2,0,4.73
3.84,56.75,4.09,61.32,8.77,89.91,9,1,4.67
4.70,62.94,4.42,85.12,6.30,38.69,1,2,4.86
3.19,95.95,4.59,57.87,8.07,41.09,4,0,4.84
2.07,84.65,3.41,55.45,6.46,95.47,5,2,4.16
1.35,95.92,3.39,66.80,6.58,35.30,6,4,4.15
1.29,82.66,4.21,53.64,8.88,64.14,3,0,3.92
0.86,87.91,4.43,73.67,7.51,99.16,4,2,4.51
2.26,71.16,2.05,59.39,7.65,89.29,3,1,3.39
3.65,63.89,3.36,83.22,7.85,52.42,9,2,4.30
0.62,75.55,4.21,88.44,7.49,74.42,4,3,4.59
5.45,77.39,4.67,95.22,8.01,70.77,8,2,5.00
5.23,77.79,3.83,59.65,5.21,35.46,3,3,4.77
2.62,97.39,3.67,89.83,8.99,47.55,9,4,4.82
3.35,90.46,4.46,84.55,7.38,73.96,4,3,5.00
3.68,97.08,2.39,82.33,7.09,55.93,6,4,4.61
3.63,64.52,3.85,53.92,7.80,86.90,5,1,4.37
3.57,73.94,2.52,85.85,6.61,73.09,8,1,3.93
1.67,94.02,3.87,64.78,5.71,68.40,10,1,4.17
1.88,78.38,3.79,56.11,8.29,44.05,2,3,4.04
4.79,62.45,3.88,73.87,8.64,76.46,0,0,4.89
4.87,75.07,3.02,93.38,7.32,84.90,5,1,4.38
5.24,96.66,3.23,71.56,7.80,71.40,8,1,4.72
4.50,83.76,4.46,73.93,8.90,57.93,2,1,5.00
3.76,84.70,2.81,61.22,7.10,55.32,2,1,4.09
3.65,95.23,2.16,93.59,6.41,52.27,9,4,4.21
3.18,95.12,4.07,78.56,7.06,48.01,0,1,5.00
1.85,63.58,4.26,77.30,5.75,51.28,9,0,4.30
3.72,86.91,4.12,70.85,7.12,97.95,3,0,4.88
1.95,86.01,2.89,80.61,7.27,62.98,9,3,4.07
2.92,58.48,4.36,77.87,6.17,87.01,10,4,4.64
2.90,91.06,4.25,83.41,8.31,65.93,10,1,4.97
4.15,56.39,2.85,50.21,5.54,74.69,7,1,3.76
2.93,67.31,4.17,61.16,7.30,68.13,1,1,4.38
2.89,58.79,2.64,97.24,7.32,36.26,7,3,3.67
1.09,74.04,4.23,58.51,5.21,79.33,7,3,4.23
0.67,82.26,4.61,65.15,6.34,88.58,1,4,4.73
4.72,59.97,4.78,73.42,7.77,54.03,7,2,4.69
3.01,95.69,2.71,68.31,7.58,42.58,10,2,3.94
1.19,61.44,4.38,54.79,5.81,61.65,10,1,3.64
1.55,60.82,3.08,77.58,6.19,67.98,3,2,3.58
4.51,84.12,4.75,65.60,7.30,95.02,10,3,5.00
1.47,89.52,3.70,81.50,6.48,91.88,7,3,4.57
2.41,81.94,4.32,79.20,6.88,91.42,9,1,4.81
0.87,68.78,2.12,56.41,6.34,69.96,2,1,3.26
1.61,80.84,2.53,64.58,8.88,72.94,7,4,3.83
1.77,62.76,3.96,89.21,6.10,35.99,9,4,3.85
2.65,61.86,4.57,83.36,8.52,41.28,3,4,4.54
4.67,76.73,4.64,99.75,7.19,40.98,8,4,5.00
4.68,99.20,3.24,89.62,7.92,100.00,10,4,5.00
3.48,78.41,4.75,68.77,6.08,66.34,0,2,5.00
2.36,98.93,3.48,50.63,7.66,62.03,2,2,4.53
3.19,57.38,3.61,53.16,7.81,71.54,0,1,4.08
1.44,88.17,4.07,92.75,5.31,82.48,9,1,4.58
2.27,94.60,3.74,84.27,8.06,36.52,7,1,4.42
4.14,70.88,2.94,74.96,8.06,50.50,10,4,4.23
3.58,97.84,2.59,68.13,8.46,91.16,4,4,4.60
3.62,68.53,2.07,88.12,7.16,61.82,1,2,4.13
4.26,92.14,4.16,54.10,8.56,62.12,6,1,5.00
1.74,82.68,3.69,87.02,5.38,57.14,8,4,4.23
1.51,63.02,3.45,85.15,7.04,55.34,3,0,3.98
4.88,60.77,3.17,62.46,6.98,57.56,10,0,4.04
0.97,93.24,3.87,63.38,6.08,76.36,5,2,4.20
2.03,72.68,4.37,50.06,7.67,88.63,7,3,4.28
1.78,63.87,2.85,50.60,7.36,96.88,1,4,3.77
5.26,66.38,3.15,67.82,8.00,45.62,10,2,4.27
0.53,60.03,3.18,58.44,8.06,70.82,1,4,3.58
1.42,94.60,3.10,65.11,6.79,62.02,9,4,4.04
3.83,94.91,2.37,82.78,5.71,74.49,4,2,3.85
1.30,62.70,4.50,73.02,7.17,63.16,10,2,4.15
0.88,71.71,2.59,95.32,6.81,97.41,10,1,3.65
2.79,71.19,4.03,91.66,7.03,56.72,9,1,4.49
5.18,97.57,3.57,88.95,6.41,41.81,5,2,5.00
0.96,90.78,4.61,83.20,6.84,92.09,3,0,4.68
3.85,73.96,2.12,82.89,8.69,38.48,6,0,3.66
1.63,80.62,4.53,65.34,6.47,36.59,4,2,4.17
0.59,80.00,4.31,78.93,8.17,70.42,9,3,4.19
2.36,87.91,2.43,65.68,5.09,54.74,5,3,3.73
2.62,99.04,2.90,73.07,5.84,92.98,5,3,4.70
5.02,55.89,2.32,99.43,7.70,69.54,8,1,4.16
4.74,57.13,2.86,54.12,6.20,49.66,5,2,3.91
0.94,86.22,2.34,70.95,5.62,50.11,6,4,3.64
1.87,78.06,2.45,81.50,8.04,66.59,8,3,3.69
4.44,82.00,4.24,87.42,6.43,95.33,2,3,5.00
2.77,70.07,4.72,53.12,8.61,39.70,0,0,4.54
2.70,66.95,2.34,94.05,7.24,50.53,0,4,4.22
4.25,92.09,2.94,90.93,7.15,66.13,8,1,4.42
1.87,96.52,2.82,88.69,8.65,39.35,8,2,4.12
3.90,69.99,3.45,50.12,8.50,84.16,6,1,4.14
4.33,58.00,3.41,91.15,5.99,45.03,4,1,4.11
0.55,87.19,4.71,78.25,5.32,86.30,8,1,4.47
4.01,87.37,2.62,78.73,5.85,47.72,1,0,4.19
4.93,92.92,3.90,98.24,6.59,99.59,3,3,5.00
4.85,70.48,3.40,87.85,6.31,73.98,0,4,4.91
4.18,57.99,3.07,87.43,7.41,78.93,10,3,4.17
4.40,55.63,2.15,95.76,7.49,54.63,4,3,4.31
2.11,86.41,3.13,83.98,8.77,68.16,3,4,4.37
1.66,76.68,3.36,84.49,5.42,48.72,3,2,4.01
1.86,60.83,4.13,68.71,5.04,37.36,1,2,3.97
3.28,91.15,2.77,51.29,6.79,56.16,6,1,4.09
3.40,88.20,4.24,65.94,7.92,67.94,2,2,5.00
4.31,88.75,3.23,65.82,6.99,47.51,3,3,4.24
1.24,69.42,2.17,83.46,8.03,43.92,0,4,3.68
3.64,93.74,4.59,65.93,5.61,39.04,4,0,4.96
0.61,83.54,3.35,83.74,8.36,80.98,5,4,4.18
2.72,64.59,4.13,73.73,8.79,60.92,3,1,4.40
4.94,75.81,2.33,95.79,8.22,50.20,4,4,4.33
1.00,57.26,3.31,72.05,6.21,80.50,9,1,3.49
1.88,80.23,3.34,63.32,8.41,39.40,10,4,4.01
3.97,62.92,2.68,65.29,5.14,36.18,7,3,3.71
0.79,67.42,4.39,99.18,6.58,39.32,8,1,4.36
1.07,87.90,4.77,85.19,6.13,65.12,7,0,4.69
3.86,91.95,4.19,82.95,6.65,70.08,3,3,5.00
0.88,62.97,2.60,88.96,8.38,85.90,3,1,3.72
2.67,62.06,4.10,84.99,5.15,51.63,2,4,4.55
2.52,86.42,3.54,85.85,7.30,44.78,4,2,4.38
4.99,86.94,4.59,72.00,7.06,56.28,7,1,5.00
1.16,65.25,3.40,93.48,7.42,46.45,7,3,3.75
2.75,76.44,3.98,74.13,5.50,97.27,3,2,4.49
2.48,61.44,2.07,84.66,5.70,55.83,9,1,3.33
1.42,93.26,3.23,92.53,5.71,83.19,8,2,4.32
3.49,58.34,2.87,64.84,5.38,97.90,3,4,4.18
3.69,92.92,2.90,78.30,8.74,77.09,4,4,4.84
0.74,95.93,4.18,51.67,7.74,62.93,4,4,4.46
0.53,82.76,2.19,90.81,7.37,98.00,1,0,3.76
4.38,91.01,3.25,69.97,8.60,51.33,3,4,4.73
3.84,55.30,3.32,68.62,6.02,90.03,1,4,4.32
2.37,59.49,3.19,74.58,7.32,72.95,5,2,4.07
2.25,96.37,3.93,87.52,5.77,51.10,2,1,4.75
1.58,97.27,3.09,78.71,6.73,45.72,2,2,4.30
4.75,87.55,2.24,99.69,8.66,43.63,3,4,4.69
4.56,60.26,3.40,90.38,8.31,45.31,8,1,4.39
1.05,90.16,4.34,80.92,5.81,44.83,4,3,4.29
3.40,83.84,4.21,61.81,5.78,78.95,4,1,4.57
2.61,76.01,2.07,61.18,6.69,35.57,9,1,3.20
0.92,91.62,4.66,80.33,5.45,39.48,8,3,4.39
4.44,92.17,3.73,63.21,5.17,65.15,4,3,4.58
4.31,86.56,2.08,84.73,8.35,64.78,0,0,4.19
1.64,80.76,3.30,72.05,7.45,64.90,9,4,3.82
0.84,77.11,3.46,75.56,7.82,43.70,2,3,4.06
5.14,71.27,2.57,57.19,8.72,98.06,7,3,4.36
4.88,68.70,2.16,96.78,5.63,53.22,4,0,4.19
2.23,97.55,4.75,72.86,6.00,74.47,9,1,4.75
2.23,66.72,2.40,91.97,8.92,38.99,4,0,3.26
3.89,87.63,3.52,89.21,5.04,70.51,4,0,4.73
3.64,75.29,4.67,69.99,8.43,70.61,10,2,5.00
2.22,96.99,2.16,52.28,7.23,59.64,2,0,3.80
3.59,84.72,4.60,85.88,5.93,44.02,1,3,5.00
4.56,73.80,3.10,61.97,6.30,94.72,3,0,4.36
0.96,81.33,4.40,75.08,5.96,54.10,4,2,4.31
1.39,86.56,2.47,81.91,5.62,70.17,2,3,3.84
0.67,97.47,4.62,76.35,5.51,87.35,6,0,4.63
3.98,70.65,2.46,74.96,7.34,50.29,3,3,4.14
2.53,66.90,3.93,96.82,8.57,95.15,0,0,4.49
4.44,57.59,3.87,50.17,8.06,37.89,0,4,4.09
3.74,83.80,4.71,86.40,8.17,77.48,3,2,5.00
3.47,98.20,2.10,85.64,5.12,65.04,10,3,4.35
2.82,89.26,2.06,84.42,6.13,80.85,8,2,3.88
2.70,64.15,4.62,75.75,7.59,91.81,4,2,4.69
1.16,94.93,2.18,91.62,5.64,93.79,4,3,4.10
0.91,62.32,2.14,63.60,7.09,78.44,7,1,2.90
4.52,58.59,4.70,73.28,8.91,42.92,10,0,4.55
3.88,77.16,2.02,51.64,6.48,92.43,1,0,3.66
4.48,61.16,3.86,92.88,6.80,74.47,5,3,4.79
1.18,86.81,3.21,76.66,5.61,90.03,7,0,3.90
2.10,85.50,3.05,98.71,6.34,82.16,2,4,4.43
1.96,61.80,4.17,55.62,8.98,89.99,10,1,4.17
2.68,69.72,2.37,57.21,6.82,52.48,4,0,3.50
1.04,59.74,4.40,51.57,7.17,95.43,5,1,4.25
3.97,94.10,3.81,76.57,6.52,96.37,3,3,5.00
3.28,94.80,2.02,87.81,6.07,77.74,7,1,3.95
3.29,82.00,3.24,95.96,7.69,89.17,10,3,4.98
3.60,93.24,4.40,53.09,7.47,45.63,3,1,4.58
3.88,92.63,3.65,54.97,7.44,41.01,0,2,4.58
1.34,90.61,2.99,87.10,8.78,55.18,5,4,4.17
4.11,99.00,2.70,91.34,6.01,43.45,10,4,4.75
2.68,89.47,4.17,76.75,5.33,66.00,10,4,4.53
4.92,81.35,4.14,54.10,6.21,84.87,10,1,4.92
0.75,68.05,4.07,68.48,6.98,81.12,10,3,3.99
0.99,70.37,2.82,84.79,8.50,98.31,1,3,3.85
2.75,85.12,3.26,59.69,6.39,67.62,5,4,4.21
2.52,98.79,4.62,83.06,5.25,67.89,9,4,4.81
0.74,77.98,3.75,90.02,6.46,68.44,0,0,4.32
2.53,92.97,2.83,63.67,6.20,82.96,6,0,4.07
3.17,91.21,3.29,74.76,8.04,83.42,9,0,4.40
0.79,60.72,3.15,61.29,8.95,39.57,7,0,3.40
2.56,63.34,3.18,88.41,5.84,85.53,7,3,4.04
0.58,92.45,4.46,86.97,8.79,93.87,5,2,4.65
4.04,93.73,3.72,55.57,6.52,41.03,8,1,4.49
1.91,66.79,4.40,88.97,6.92,61.44,7,2,4.51
3.45,68.58,4.79,86.39,5.46,85.17,0,4,5.00
4.04,62.52,4.68,82.71,6.01,75.91,2,1,4.81
4.91,62.06,4.13,72.61,6.59,73.44,7,4,4.72
1.00,85.23,4.39,76.52,6.41,83.65,0,0,4.65
5.11,97.03,3.54,79.17,8.61,65.64,4,1,5.00
4.34,95.49,4.05,97.36,6.62,49.33,5,0,5.00
4.78,56.13,3.87,70.58,8.01,90.58,10,0,4.89
4.45,60.41,3.44,83.91,5.13,74.28,5,0,4.34
4.70,80.47,4.33,63.06,5.66,93.77,1,3,5.00
3.48,60.69,4.14,99.99,6.80,57.40,4,2,4.74
2.84,88.30,3.00,82.17,5.45,45.21,1,4,4.57
3.21,63.57,4.36,85.54,6.98,63.51,10,4,4.50
2.26,69.68,4.04,74.12,5.82,50.37,10,3,4.35
0.76,59.87,4.33,93.61,6.10,97.43,5,1,4.41
4.32,68.30,3.23,51.14,8.31,90.47,3,0,4.62
3.61,56.11,4.54,93.64,7.62,35.09,10,2,4.66
3.07,74.31,4.08,73.04,5.91,85.77,4,3,4.53
0.93,68.75,3.80,79.48,5.31,85.30,4,4,4.04
4.51,73.59,2.23,97.33,8.35,39.97,1,2,4.10
0.58,55.60,2.38,66.14,6.36,56.30,10,1,2.85
0.92,86.22,2.96,99.65,6.67,67.52,9,4,4.13
0.79,97.27,3.63,60.75,8.38,76.64,4,3,4.38
2.59,94.22,3.42,53.94,5.50,80.48,3,0,4.12
2.32,66.71,2.98,80.29,6.06,40.92,2,3,3.98
2.61,84.21,4.35,70.34,7.49,63.55,6,4,5.00
4.79,83.87,4.62,66.53,8.62,37.23,10,0,5.00
3.37,96.63,3.09,67.86,8.73,89.12,4,3,4.70
3.06,56.69,2.73,78.87,8.43,84.76,5,0,3.72
4.47,63.74,4.78,55.71,6.33,94.95,3,1,4.78
3.63,90.52,3.91,56.17,5.33,93.37,4,2,4.80
4.86,88.73,4.01,97.82,5.54,87.65,10,4,5.00
0.53,71.38,4.30,80.23,5.34,85.66,9,3,4.08
2.15,81.74,4.28,81.33,8.06,72.37,7,2,4.58
5.04,94.71,3.82,86.92,5.20,70.68,4,0,5.00
4.54,59.04,3.21,81.16,8.52,56.88,2,1,4.65
2.51,98.88,3.52,94.07,8.27,35.02,6,4,4.73
1.26,88.35,2.57,97.41,8.75,95.01,0,0,3.98
2.63,71.24,4.07,88.87,7.13,93.93,2,4,4.65
0.74,64.42,3.82,58.01,6.19,79.59,8,0,4.01
3.45,95.03,3.33,98.05,6.68,72.27,5,3,4.76
3.05,68.56,4.56,58.54,5.95,49.52,6,3,4.32
3.70,59.31,3.70,87.46,5.08,67.79,2,1,4.37
5.19,83.12,4.67,96.42,7.65,45.05,4,4,5.00
1.80,81.15,3.80,61.88,6.85,82.73,9,4,3.80
5.10,72.63,3.10,74.58,5.19,68.56,2,2,4.45
4.38,59.06,4.12,67.33,7.77,47.34,6,0,4.26
3.16,64.73,3.59,93.37,5.47,72.96,4,0,4.04
2.41,57.40,3.61,92.67,5.56,72.21,10,4,4.17
2.42,82.41,2.63,99.98,5.48,42.25,2,3,4.38
2.50,94.69,4.52,80.11,5.21,43.42,3,3,4.82
1.48,97.02,3.52,73.51,8.88,58.50,0,1,4.47
4.03,58.61,3.01,61.84,5.16,64.93,3,2,4.09
0.63,62.19,3.83,88.58,5.86,36.26,2,3,3.79
0.63,75.48,3.44,81.20,8.53,46.12,1,0,3.66
2.64,57.95,4.60,83.21,6.84,67.69,10,2,4.41
2.33,73.00,3.06,98.78,7.22,80.41,8,1,4.32
3.56,60.63,2.86,55.44,8.48,56.99,8,1,3.80
4.90,65.57,3.50,66.44,6.31,56.91,9,1,4.30
1.67,61.80,3.01,77.64,5.93,76.97,6,1,3.85
5.32,81.28,3.85,97.54,8.64,80.17,4,0,5.00
4.77,75.51,2.75,77.40,5.72,41.40,1,0,4.03
4.58,72.16,2.34,57.58,7.53,80.52,5,2,3.95
3.22,65.31,4.44,91.69,8.87,46.22,7,3,4.61
4.67,98.89,2.31,75.41,8.75,37.76,6,0,4.61
1.59,94.35,2.35,80.86,5.78,90.80,9,4,3.76
4.48,70.11,3.37,77.34,5.71,99.71,3,2,4.51
3.64,56.07,3.16,56.16,6.22,98.82,9,0,3.74
4.36,75.39,2.50,91.78,7.64,97.72,5,4,4.50
3.89,67.63,2.30,91.50,5.10,81.60,1,0,4.14
5.48,56.48,2.53,60.44,6.09,84.28,8,0,4.14
