habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
4,111.67,2,0,3,0,0.00,7.82,199.44
2,69.00,1,1,2,4,0.00,8.98,165.29
4,66.77,2,2,4,2,0.00,4.61,203.17
4,58.67,1,1,3,2,3.04,7.46,293.15
3,91.81,2,1,4,2,0.00,4.42,218.32
3,80.18,1,2,3,1,0.00,6.08,193.62
1,70.64,2,1,4,1,5.42,6.48,298.09
5,105.29,2,2,3,1,5.95,4.42,396.20
6,99.12,2,0,4,3,3.28,5.45,317.25
5,106.30,2,2,4,1,4.42,8.16,387.31
3,53.03,2,2,0,0,0.00,6.80,134.84
6,120.57,2,2,4,0,0.00,5.50,223.26
4,113.06,1,1,1,0,4.03,8.26,284.33
3,65.34,2,1,2,0,0.00,5.09,183.05
4,75.23,2,2,0,0,0.00,2.09,177.78
1,70.30,2,0,3,1,1.93,7.51,198.92
3,86.43,1,2,3,2,0.00,4.04,121.09
3,89.79,2,2,1,3,0.00,7.27,178.17
6,110.25,1,0,3,1,0.00,5.01,214.58
4,110.10,1,0,4,3,0.00,8.36,189.61
2,46.73,1,2,0,1,3.75,5.95,234.28
5,105.93,2,2,3,1,0.00,5.33,256.51
4,89.00,1,0,3,3,5.76,4.24,339.92
5,106.83,2,0,4,2,4.87,8.47,350.04
1,34.99,1,1,0,4,0.00,5.98,169.94
2,74.42,1,0,3,4,4.95,6.52,279.46
2,65.74,2,0,2,1,0.00,4.31,92.92
6,122.32,1,0,3,2,4.83,2.70,358.48
1,78.95,2,2,3,0,0.00,3.68,126.61
5,98.76,1,0,4,4,0.00,8.74,235.94
1,43.19,2,0,3,0,0.00,8.60,151.03
1,33.26,2,0,0,0,1.93,4.58,144.74
2,39.30,1,2,4,2,0.00,4.53,167.65
3,70.82,2,1,3,4,0.00,6.10,250.28
4,83.94,1,1,1,4,0.00,5.36,199.81
3,86.65,1,0,0,3,1.52,4.56,229.16
6,122.10,2,0,2,4,0.00,6.74,258.47
2,48.13,1,2,2,3,0.00,4.32,202.23
6,95.77,1,2,0,4,4.55,2.05,326.19
6,121.09,2,1,4,1,0.00,7.41,246.96
5,93.69,2,2,3,1,0.00,2.23,250.83
5,124.29,1,0,4,2,0.00,3.15,199.61
2,67.98,1,2,3,2,0.00,7.29,138.69
1,35.03,2,0,2,2,1.75,7.35,232.36
2,80.65,1,2,2,4,0.00,8.35,165.10
1,74.47,1,0,4,3,0.00,7.93,153.34
2,73.73,1,2,2,3,0.00,4.70,173.68
5,131.54,1,0,2,2,0.00,2.12,158.97
1,30.00,2,0,3,1,0.00,2.63,113.15
4,82.72,2,0,4,1,0.00,4.67,184.74
3,80.35,1,1,4,4,0.00,6.74,205.90
1,54.73,1,0,4,1,4.09,2.71,271.17
3,60.61,1,0,4,3,6.14,5.23,368.15
5,126.89,1,0,4,0,0.00,3.41,160.12
1,32.33,2,1,0,2,2.67,6.66,180.73
6,139.12,1,0,0,2,0.00,3.53,233.95
1,48.42,1,2,4,0,0.00,2.03,97.62
1,77.11,1,0,2,0,0.00,2.97,89.32
3,87.82,1,1,4,0,3.13,4.78,250.60
6,118.95,2,0,2,1,0.00,6.02,194.90
1,52.80,2,1,3,3,0.00,6.03,138.81
2,75.70,2,1,3,1,0.00,4.09,190.45
5,122.66,2,0,2,3,0.00,4.37,227.46
6,113.67,2,2,1,2,6.06,8.61,437.31
3,86.36,2,1,0,1,0.00,4.12,176.23
2,94.60,2,0,0,1,0.00,7.81,154.96
5,102.20,2,0,2,2,0.00,6.74,198.64
4,59.45,1,1,0,1,0.00,5.20,98.26
2,43.61,2,2,4,4,0.00,6.43,273.52
3,30.00,1,0,2,3,0.00,2.03,130.55
1,64.95,1,2,0,4,2.27,4.41,195.61
1,65.62,2,2,2,1,3.88,3.32,241.56
5,78.23,2,1,0,0,0.00,3.05,154.92
3,83.81,2,1,3,3,0.00,7.99,268.92
6,133.52,1,2,4,4,0.00,5.86,254.06
3,86.11,1,1,3,1,0.00,3.90,160.47
5,84.46,2,1,3,3,0.00,6.92,247.42
3,58.50,1,2,1,4,3.17,4.75,270.11
3,89.71,2,2,3,2,0.00,6.66,257.47
6,117.26,2,0,4,0,0.00,4.37,239.66
6,108.40,2,2,1,4,4.67,8.91,410.77
5,97.52,1,1,2,4,3.69,2.74,328.18
2,58.82,2,0,0,2,1.27,4.58,231.70
4,78.29,1,2,3,3,4.27,2.84,289.31
1,67.45,2,0,4,0,0.00,8.98,149.17
6,157.88,1,1,3,0,2.89,6.49,278.17
2,53.96,2,0,4,4,0.00,4.28,192.46
1,65.31,2,1,3,0,0.00,6.68,152.83
1,50.12,2,0,2,0,0.00,2.15,120.77
3,54.34,2,2,2,2,0.00,5.23,210.30
1,30.00,2,2,0,0,0.00,5.95,123.43
3,69.68,2,2,3,4,0.00,8.10,265.82
3,95.98,2,1,0,3,0.00,4.60,189.36
2,45.66,2,1,3,3,0.00,3.13,196.40
1,67.95,1,1,3,3,0.00,7.93,130.11
5,126.87,2,0,0,1,0.00,2.11,166.66
3,103.45,2,1,3,1,0.00,6.76,193.88
2,64.58,2,1,1,0,0.00,6.78,173.44
4,81.10,2,1,2,1,0.00,7.87,214.18
4,56.73,1,1,2,4,4.04,4.86,306.99
1,73.21,2,2,3,0,0.00,4.26,159.72
2,66.15,2,2,3,1,0.00,4.55,221.17
4,61.34,1,0,4,3,0.00,2.51,137.83
5,113.60,2,0,4,1,2.84,5.92,328.17
1,68.10,1,2,0,3,0.00,3.32,122.00
2,42.88,2,2,3,2,0.00,2.76,173.97
5,118.54,2,2,4,3,0.00,7.27,256.47
6,117.88,1,1,3,2,5.53,4.07,329.60
5,125.79,1,2,4,0,0.00,3.77,237.89
5,95.60,1,1,1,2,0.00,3.84,175.38
2,58.86,2,2,0,2,0.00,7.81,132.65
4,74.65,1,2,1,1,0.00,6.31,138.00
1,38.67,1,1,3,1,0.00,6.23,132.41
2,42.24,1,0,0,3,0.00,3.63,122.67
4,69.36,2,2,1,4,0.00,6.85,200.69
2,64.32,1,0,0,3,0.00,7.53,144.16
4,71.43,2,2,2,3,0.00,5.71,252.94
6,109.07,2,2,0,3,0.00,8.56,238.95
2,30.00,2,2,4,1,4.04,6.57,327.95
3,97.55,2,1,1,0,0.00,6.28,210.33
6,107.03,2,0,4,2,0.00,3.25,243.48
5,78.26,1,2,0,0,0.00,7.90,176.00
5,95.34,1,1,3,2,0.00,8.45,194.38
2,62.65,2,1,0,1,0.00,4.57,118.63
6,89.42,2,0,4,4,0.00,3.30,263.25
5,115.32,1,2,1,4,0.00,4.59,190.53
3,72.61,2,1,1,4,0.00,7.64,236.24
3,90.37,2,0,2,2,5.55,2.15,293.28
5,80.53,2,1,4,2,0.00,7.75,269.74
5,113.39,2,0,2,4,0.00,7.00,251.65
3,78.75,1,2,4,3,0.00,7.67,161.05
6,125.55,2,2,1,2,0.00,2.93,206.89
6,141.46,1,2,4,3,0.00,6.66,267.74
4,67.61,1,1,4,4,0.00,7.33,175.49
3,56.12,1,2,0,1,0.00,7.73,111.12
5,71.66,1,2,2,4,0.00,3.09,173.27
6,103.64,1,1,2,1,0.00,3.40,189.31
4,88.76,2,1,3,2,0.00,2.71,228.47
1,34.99,2,2,3,1,0.00,2.44,155.97
6,114.33,1,2,2,2,0.00,8.47,216.97
4,75.51,1,0,4,1,0.00,5.63,143.59
4,76.11,1,2,3,2,0.00,3.63,150.85
3,57.04,2,0,3,0,4.85,7.98,327.54
3,78.41,2,2,1,2,0.00,4.14,142.86
4,99.03,1,0,2,1,0.00,2.73,155.52
5,89.93,1,1,4,4,0.00,4.98,224.73
1,42.41,2,1,2,1,0.00,7.21,98.60
5,98.59,1,2,4,4,0.00,7.41,294.21
4,93.06,1,2,3,4,0.00,5.61,242.83
2,99.38,2,2,3,0,0.00,4.37,152.41
4,96.08,2,2,4,4,0.00,8.45,292.46
2,54.57,2,1,4,3,0.00,8.47,270.94
6,123.44,2,0,3,4,5.20,5.91,379.29
6,100.92,1,2,2,4,1.39,7.70,328.81
3,44.21,1,0,2,4,0.00,8.85,169.28
6,142.98,1,2,2,0,6.22,4.97,371.09
1,30.05,2,0,3,2,0.00,8.48,153.60
5,113.63,1,0,2,4,0.00,2.13,199.05
2,62.82,2,1,3,3,0.00,6.10,178.25
2,70.24,1,0,3,0,1.09,5.91,137.34
1,43.95,2,0,4,1,0.00,4.08,136.54
4,92.07,2,1,1,2,0.00,3.75,177.61
1,57.55,2,1,1,1,0.00,5.35,187.13
3,110.92,1,0,0,3,0.00,7.91,140.74
2,38.77,1,1,2,4,0.00,7.76,173.89
5,88.06,1,2,2,4,2.56,8.55,281.21
3,109.23,1,1,2,3,0.00,2.72,214.38
6,105.50,2,2,0,0,4.52,4.94,343.05
1,76.27,2,2,4,1,0.00,3.16,152.14
6,88.41,1,0,0,1,0.00,5.43,160.00
6,127.90,2,1,2,0,0.00,8.48,188.30
6,122.92,1,2,2,2,0.00,5.82,217.32
5,123.65,1,1,0,3,0.00,6.07,202.00
1,61.18,2,1,2,0,6.17,7.46,330.83
6,101.44,1,1,0,1,0.00,8.95,192.33
1,54.78,1,1,1,4,0.00,8.22,137.47
5,117.04,1,2,1,4,0.00,3.20,200.06
3,100.89,1,1,0,3,0.00,7.22,154.18
4,81.26,1,2,2,2,0.00,3.90,172.46
1,35.79,1,1,1,2,1.33,3.41,170.94
3,63.36,1,1,2,4,0.00,2.14,181.37
4,69.68,1,1,0,1,3.31,4.17,243.16
4,61.66,2,2,0,1,0.00,5.67,182.74
2,30.00,2,0,4,0,0.00,8.44,147.87
1,30.00,1,0,2,0,0.00,2.44,77.44
5,118.49,2,2,3,2,3.59,4.35,342.73
1,67.61,2,0,2,0,6.53,2.81,281.30
2,58.07,2,0,0,3,5.00,7.91,309.50
2,77.95,1,2,1,0,0.00,8.15,149.64
4,84.44,2,0,2,1,0.00,6.32,201.76
2,88.58,2,0,4,0,0.00,2.20,112.54
3,44.44,2,0,1,3,1.11,4.70,185.43
3,71.56,2,2,0,4,5.82,4.15,387.41
6,98.11,1,2,1,4,0.00,5.13,256.62
3,87.06,1,2,4,0,0.00,8.43,177.15
3,79.20,1,0,3,0,0.00,4.70,112.23
5,104.17,2,2,2,0,2.63,5.32,285.32
3,71.38,1,1,0,1,0.00,8.91,153.93
6,131.16,1,1,1,1,0.00,5.06,217.30
6,114.18,1,0,0,3,3.42,2.14,227.24
4,70.16,1,0,4,4,0.00,6.68,213.42
5,90.44,1,0,4,3,0.00,5.26,193.15
5,135.74,2,2,4,2,3.99,3.54,373.17
6,102.36,1,1,1,1,0.00,7.24,200.40
5,92.47,1,0,3,4,4.34,4.51,332.39
4,77.37,2,2,2,0,0.00,6.36,217.77
4,124.19,2,0,3,2,0.00,3.42,193.53
5,91.73,2,0,1,2,3.70,5.87,284.68
6,96.36,2,0,1,0,0.00,3.21,216.22
3,53.61,2,0,1,3,0.00,5.98,194.08
2,43.67,1,2,1,3,0.00,6.90,191.86
1,55.30,2,2,2,1,0.00,5.76,157.03
4,51.19,1,0,3,4,0.00,6.18,168.27
5,105.45,2,2,2,4,0.00,4.71,290.18
5,122.24,2,2,4,0,0.00,2.52,233.10
1,51.11,2,0,3,1,0.00,3.87,109.58
4,57.29,1,2,4,1,0.00,8.80,182.19
6,124.56,2,1,4,2,5.14,4.62,391.00
4,82.17,2,2,1,2,0.00,2.24,134.99
2,57.94,1,2,4,1,0.00,4.33,166.85
3,81.43,2,1,4,2,0.00,6.51,175.34
5,94.35,1,2,1,0,0.00,6.88,173.46
1,69.62,2,1,4,0,0.00,3.41,169.24
4,96.40,1,2,0,1,4.68,3.55,296.64
4,77.58,2,1,2,2,0.00,7.58,241.60
5,53.87,2,0,1,4,0.00,7.95,237.27
2,63.32,2,1,3,2,0.00,8.07,219.23
4,75.52,2,2,0,4,0.00,4.26,186.74
3,58.97,1,2,0,1,0.00,7.73,171.06
2,30.00,2,0,2,3,0.00,8.01,236.99
3,99.75,1,2,4,2,3.43,7.45,285.55
3,46.14,2,2,0,0,4.80,3.08,301.03
6,112.94,2,2,1,2,0.00,5.29,264.97
5,104.23,1,2,3,1,0.00,2.48,213.43
6,128.52,2,2,0,2,0.00,8.62,285.05
3,68.23,2,2,4,2,0.00,7.00,230.79
1,63.04,1,2,1,2,0.00,8.71,144.81
5,71.36,1,0,4,3,6.51,3.12,365.69
4,90.81,2,0,2,0,6.03,4.79,324.74
6,140.62,2,1,1,4,0.00,2.59,268.45
1,57.45,2,1,2,2,0.00,4.10,151.43
2,61.27,2,2,1,4,0.00,7.40,183.73
3,88.07,1,2,4,0,0.00,5.57,151.74
6,152.55,2,0,1,0,0.00,2.81,177.34
4,96.08,1,1,4,1,0.00,5.81,203.08
5,112.23,1,1,3,3,0.00,6.98,217.34
3,52.42,1,1,1,3,0.00,8.93,183.37
6,136.97,1,1,2,1,2.34,8.22,288.80
2,42.06,2,1,2,3,0.00,5.90,197.64
5,100.23,1,0,0,4,3.25,6.22,309.66
3,86.60,2,2,3,2,0.00,8.25,205.07
4,74.80,1,2,3,2,0.00,4.81,135.27
2,52.44,2,2,0,0,1.81,5.77,190.47
1,65.39,1,0,2,0,0.00,2.06,98.14
3,73.59,2,1,3,0,0.00,5.04,209.03
5,112.82,2,2,0,0,0.00,5.59,187.57
1,61.72,1,0,3,3,0.00,6.23,189.58
4,134.54,2,1,3,1,0.00,6.67,231.38
4,47.91,2,1,4,1,0.00,2.87,186.82
3,96.73,1,0,4,2,0.00,2.93,151.91
5,118.39,2,1,0,0,3.93,3.99,274.77
5,88.46,2,1,4,1,0.00,2.65,212.45
4,97.13,1,0,1,0,0.00,6.63,150.09
4,89.09,2,1,0,4,0.00,4.33,199.55
2,60.08,2,2,2,4,0.00,2.51,193.21
2,79.78,1,0,1,2,1.86,7.23,129.55
1,60.85,1,1,0,4,0.00,2.53,135.66
2,70.66,2,2,2,3,0.00,2.58,186.90
2,44.24,2,2,2,3,0.00,2.06,165.55
2,53.70,2,1,0,0,0.00,4.91,183.46
4,59.44,1,1,2,1,3.91,8.56,283.72
6,145.39,2,1,0,2,0.00,4.97,209.16
5,95.91,2,1,1,0,0.00,7.99,188.63
4,136.77,1,1,1,0,0.00,6.76,160.23
5,90.12,1,1,2,4,0.00,6.76,184.09
5,84.45,2,1,2,4,1.39,5.89,246.84
6,82.95,1,1,1,4,0.00,5.28,199.42
6,82.67,1,1,2,3,0.00,3.83,225.53
2,67.28,2,2,0,2,5.44,5.37,334.17
4,67.71,1,2,2,1,0.00,3.88,139.03
3,43.50,2,1,2,3,0.00,6.13,167.40
3,73.60,2,1,2,2,0.00,3.77,137.73
4,128.44,2,1,0,1,0.00,5.29,199.18
2,40.60,1,0,1,4,0.00,7.83,146.57
3,63.15,2,1,3,1,2.35,3.06,239.88
1,43.96,2,2,4,2,0.00,8.63,199.13
5,94.90,1,0,2,4,5.80,2.87,307.65
3,57.70,2,1,4,3,5.17,5.66,357.01
2,50.06,1,2,0,0,6.95,3.77,291.85
3,49.47,2,0,4,1,0.00,6.72,178.65
4,92.16,2,0,1,1,0.00,2.22,180.87
2,87.30,2,0,0,1,0.00,5.72,184.19
3,68.01,1,1,1,3,0.00,3.66,160.40
3,60.54,1,1,3,0,1.96,3.85,205.02
3,104.72,2,2,0,0,3.24,5.25,273.77
4,77.52,2,1,4,0,0.00,3.68,209.66
5,101.58,1,2,3,3,5.59,5.29,387.40
6,108.38,1,1,2,2,0.00,6.13,213.31
4,102.59,1,2,0,4,0.00,8.80,219.20
5,77.41,1,1,0,3,0.00,4.80,196.08
4,84.16,1,1,3,2,2.55,8.22,251.22
1,58.15,2,0,1,1,0.00,3.52,138.86
5,109.25,1,2,3,2,3.02,6.09,288.74
2,30.00,1,0,2,0,0.00,2.50,102.23
2,63.64,2,1,4,0,1.47,7.00,229.27
1,65.09,1,1,1,4,0.00,3.86,127.29
3,30.00,1,0,0,1,0.00,4.05,106.67
2,43.80,2,0,0,4,4.45,4.49,289.55
5,97.24,1,2,2,3,0.00,7.87,224.26
4,84.76,2,1,1,0,0.00,4.17,193.34
4,83.45,2,2,0,0,3.43,3.40,290.84
6,110.32,2,1,4,2,0.00,3.85,232.99
3,81.36,2,2,0,3,0.00,3.04,212.09
3,57.58,1,0,1,4,0.00,3.94,140.12
5,93.81,2,1,3,3,0.00,4.79,226.42
2,46.50,1,0,1,1,0.00,4.77,102.32
3,97.34,2,0,4,3,2.23,4.81,283.50
4,65.81,2,1,3,0,0.00,3.82,195.79
2,50.41,1,1,0,2,0.00,7.91,119.11
2,89.92,1,2,4,3,0.00,7.00,199.86
4,78.47,1,0,4,2,0.00,3.87,178.09
4,88.68,1,0,1,1,0.00,2.04,132.97
4,72.28,1,2,1,4,0.00,3.07,205.71
2,85.48,1,2,4,2,0.00,6.78,171.52
4,80.35,1,1,1,4,0.00,8.43,200.63
1,50.96,1,2,3,0,5.93,4.50,255.20
3,100.51,2,0,2,0,5.52,3.97,290.44
4,109.30,1,1,0,3,6.23,3.81,338.93
3,89.44,1,0,1,3,0.00,7.48,169.41
3,75.38,2,1,0,0,0.00,4.48,190.93
4,84.50,2,2,0,1,5.87,4.62,370.80
2,65.80,1,1,0,4,5.98,3.92,313.42
1,51.73,2,2,2,0,0.00,7.78,180.65
5,93.93,1,0,2,0,0.00,8.60,178.29
1,82.41,2,1,0,1,2.41,6.22,206.13
4,97.95,1,0,4,1,0.00,3.23,131.84
4,116.08,2,1,4,3,1.64,2.64,272.70
3,45.21,1,1,4,1,0.00,5.66,127.43
4,87.88,2,2,0,2,0.00,2.41,196.96
2,61.05,2,0,3,4,0.00,4.10,222.28
6,134.37,2,0,1,1,0.00,4.90,190.22
3,77.07,2,1,3,3,0.00,6.29,213.37
1,57.40,2,1,4,3,0.00,5.19,159.95
2,57.82,2,2,2,2,0.00,7.31,142.98
1,35.13,1,2,0,3,2.52,5.91,219.72
4,119.67,1,2,4,4,0.00,5.20,184.09
6,92.44,1,0,1,3,0.00,3.56,171.87
2,65.49,2,2,1,2,0.00,5.91,177.25
6,76.07,1,0,4,1,0.00,4.44,200.17
4,65.86,2,1,3,4,6.20,3.32,348.00
3,49.16,2,2,1,1,0.00,7.05,248.12
4,81.89,1,1,2,3,0.00,4.54,184.56
2,74.63,2,0,0,2,2.20,7.94,244.34
3,75.72,2,2,3,4,0.00,7.28,256.69
3,75.24,1,1,3,4,0.00,3.07,182.15
6,86.03,2,0,1,0,0.00,7.62,200.10
6,83.86,1,1,4,3,0.00,6.63,236.48
3,77.69,2,0,4,3,0.00,5.87,246.84
3,50.85,1,1,4,3,0.00,6.73,191.53
4,70.11,1,0,1,2,0.00,6.82,164.75
6,70.08,2,0,3,3,0.00,3.78,265.16
6,141.97,2,1,4,3,0.00,8.10,301.83
2,37.23,1,0,3,0,1.97,2.27,134.80
2,96.06,2,0,2,0,0.00,2.84,167.02
3,90.98,2,0,2,1,4.78,8.52,312.02
3,62.59,2,0,4,3,3.88,4.89,339.06
2,31.21,1,1,1,4,6.60,6.42,345.85
6,153.23,2,1,2,3,6.72,6.25,426.73
1,44.97,1,0,2,4,0.00,7.05,155.85
2,45.05,1,1,3,2,0.00,5.79,170.15
3,61.11,1,2,1,2,0.00,3.60,137.91
6,123.61,1,2,0,2,0.00,6.83,214.01
4,54.76,2,1,1,0,0.00,7.61,178.77
3,77.96,1,2,4,3,0.00,3.50,187.17
3,56.59,2,2,0,1,0.00,3.67,193.34
3,91.98,2,0,1,3,0.00,6.70,203.22
3,58.64,2,1,4,1,0.00,3.91,190.63
4,88.52,1,2,0,2,1.21,5.76,223.71
1,30.00,1,1,3,1,0.00,4.54,132.53
1,31.88,1,2,0,1,0.00,8.99,129.08
5,105.45,2,2,2,3,0.00,4.80,215.38
2,33.79,1,0,3,1,0.00,2.38,101.72
1,39.88,1,2,2,1,4.95,2.29,218.79
1,36.20,2,2,0,1,3.94,2.62,240.57
2,50.84,2,1,2,1,0.00,4.33,151.01
1,50.87,2,2,4,3,0.00,3.60,233.29
1,64.84,2,1,1,0,0.00,4.17,121.27
1,30.00,2,0,2,0,4.08,6.92,210.61
2,39.69,1,0,2,3,0.00,5.38,111.85
4,78.05,1,0,4,1,0.00,4.72,149.10
1,69.83,1,1,2,1,0.00,5.06,159.80
2,69.49,1,1,2,4,0.00,5.65,181.41
3,82.20,1,1,2,1,0.00,2.67,165.93
6,103.18,1,0,1,4,0.00,4.60,208.75
1,30.00,2,0,1,0,0.00,8.40,128.32
4,73.31,2,2,1,0,0.00,6.28,175.23
6,113.97,1,2,1,2,0.00,6.90,207.38
4,71.28,1,0,0,1,5.77,2.04,275.94
6,166.20,2,0,3,2,5.95,8.93,418.89
6,117.46,1,1,1,0,4.37,8.42,327.56
1,80.70,1,2,3,2,5.36,7.11,333.49
2,56.58,1,1,2,4,0.00,8.40,166.13
4,62.28,1,1,1,2,2.26,8.13,207.48
4,72.11,2,2,1,0,0.00,7.39,189.27
6,108.35,1,1,3,0,0.00,8.03,227.45
2,51.71,1,2,0,2,0.00,5.71,138.79
6,112.69,2,0,0,0,0.00,3.99,167.31
4,97.04,1,2,0,1,0.00,6.65,169.99
2,75.27,1,1,4,1,3.64,8.60,259.68
1,45.33,2,2,3,3,2.09,7.20,258.37
6,132.06,2,0,2,2,0.00,2.99,219.04
1,30.30,1,1,3,0,3.23,8.16,226.70
6,103.14,2,1,0,1,5.58,4.70,352.91
1,106.92,1,0,1,2,4.66,4.62,241.59
6,86.09,2,1,1,1,0.00,3.77,220.94
3,81.89,1,0,1,2,2.19,7.80,212.63
2,49.18,2,2,2,2,0.00,6.65,188.25
2,68.66,1,2,1,1,5.26,5.46,297.12
3,102.37,1,2,1,3,1.16,3.95,250.21
3,74.09,1,0,1,4,0.00,7.46,191.04
5,86.05,2,2,4,2,0.00,7.05,256.92
2,45.61,2,2,4,2,6.93,4.78,399.62
4,56.33,2,0,4,1,0.00,5.27,172.32
4,81.62,1,2,0,0,0.00,5.79,128.22
6,140.49,1,0,3,1,0.00,5.26,223.43
1,49.83,1,0,4,3,0.00,6.08,148.57
2,53.10,1,1,4,4,0.00,4.23,221.08
1,39.99,2,1,1,1,0.00,5.41,129.19
3,60.62,2,0,1,1,0.00,6.77,155.41
3,62.02,1,1,3,0,3.02,4.28,209.21
2,30.00,2,0,4,4,0.00,7.37,178.80
5,125.22,1,0,1,3,0.00,4.70,146.50
4,67.68,2,0,2,3,0.00,7.14,189.03
3,56.44,1,1,3,1,0.00,8.05,150.33
3,99.63,1,2,3,1,0.00,4.51,160.62
6,134.38,1,0,4,2,0.00,6.25,204.17
1,30.00,1,0,0,0,0.00,5.04,97.85
2,76.27,1,2,2,4,6.62,2.41,360.51
6,132.25,2,1,0,0,1.69,7.73,257.15
2,54.63,2,0,0,3,0.00,6.44,176.86
5,91.41,2,0,3,2,0.00,5.05,234.44
3,61.55,1,1,1,3,1.73,7.82,234.50
1,47.89,1,2,0,3,3.85,3.01,304.88
3,90.80,2,2,2,3,0.00,5.57,200.25
2,74.87,2,2,2,4,0.00,6.45,208.99
1,78.83,2,2,0,3,0.00,3.42,164.00
4,99.83,2,2,2,4,0.00,5.17,252.52
5,97.16,2,1,4,3,0.00,8.30,252.40
6,101.40,2,0,0,4,0.00,2.34,203.36
6,110.95,1,2,2,4,0.00,2.77,236.28
5,95.37,2,2,3,1,0.00,8.77,225.10
3,65.10,2,2,3,1,0.00,6.43,205.12
3,78.87,2,1,1,3,0.00,2.61,201.44
5,100.78,1,1,2,0,6.22,6.74,341.26
1,57.59,2,2,0,0,0.00,8.86,171.79
1,47.10,1,1,2,0,0.00,5.76,102.42
6,145.57,2,0,2,3,4.80,6.33,384.61
3,46.76,2,2,0,3,6.09,5.85,361.46
5,96.90,2,2,0,2,0.00,4.84,185.49
5,122.64,2,2,3,4,0.00,3.45,265.55
5,96.11,2,2,4,1,1.54,2.44,277.36
5,128.93,2,2,4,4,0.00,7.45,258.60
6,121.07,2,1,2,1,0.00,4.49,244.97
3,75.96,1,0,0,4,0.00,2.04,150.20
4,97.14,2,1,0,0,0.00,6.02,219.16
3,56.73,1,1,4,0,0.00,6.59,161.73
6,98.56,1,1,0,4,0.00,6.35,210.42
1,30.00,2,0,3,1,0.00,8.07,157.21
2,39.93,2,0,0,2,0.00,5.49,116.53
6,95.85,2,1,1,0,0.00,3.67,224.35
6,123.10,1,2,0,0,6.42,5.33,361.78
5,99.82,1,0,2,2,4.56,7.97,285.90
3,76.85,1,0,3,3,0.00,5.34,188.37
1,70.17,1,1,1,2,0.00,2.67,134.27
2,89.23,1,2,4,2,0.00,2.03,149.17
4,40.24,1,2,1,4,0.00,5.72,174.35
2,71.72,1,0,3,0,6.00,2.91,286.34
3,95.57,2,1,4,2,0.00,5.72,236.36
2,41.53,1,1,1,1,4.51,3.13,228.98
1,50.86,2,0,0,4,0.00,4.10,210.85
4,105.45,1,0,4,3,4.10,5.12,297.98
2,30.00,2,2,4,3,0.00,5.19,171.33
4,90.03,1,1,2,3,0.00,3.41,218.38
4,117.03,2,1,2,2,1.43,7.69,237.50
4,62.87,1,0,0,3,0.00,4.38,150.21
3,99.07,2,1,3,0,6.05,8.67,343.41
2,59.90,1,0,3,2,0.00,3.17,138.59
3,45.71,2,2,3,2,3.02,6.20,306.35
3,72.68,1,2,1,2,0.00,3.06,161.11
3,91.58,2,2,4,0,6.42,4.95,396.34
3,64.84,1,1,2,0,1.03,5.21,170.34
5,66.07,1,0,4,4,0.00,7.12,210.98
1,30.00,1,1,3,1,0.00,8.03,87.65
1,46.27,2,0,4,2,3.48,8.48,313.18
1,70.52,2,1,3,2,4.44,4.87,276.47
2,39.73,2,1,3,1,0.00,5.22,144.65
6,113.83,1,1,4,3,0.00,2.14,219.17
2,53.88,1,0,3,2,0.00,3.71,131.89
1,45.24,1,2,4,1,0.00,8.92,188.07
3,75.86,2,2,0,0,0.00,7.32,181.53
5,122.60,2,2,0,1,0.00,3.19,209.69
4,90.90,1,1,0,0,0.00,4.73,109.90
6,108.81,2,2,0,0,0.00,3.55,175.71
4,118.75,1,1,2,0,0.00,6.11,158.72
2,38.27,1,0,2,0,0.00,7.70,138.07
5,100.15,2,2,3,2,0.00,7.11,274.22
4,81.03,1,2,3,1,0.00,2.11,163.76
5,104.50,2,1,0,0,0.00,7.33,255.82
4,80.77,2,2,4,1,1.47,7.70,312.63
5,73.97,1,2,0,3,0.00,4.22,221.48
3,112.01,1,1,2,2,6.36,3.30,299.09
6,103.84,1,1,3,2,0.00,2.74,227.03
2,52.44,1,1,2,4,0.00,2.01,144.03
6,89.59,2,1,4,4,0.00,7.80,289.29
1,60.56,1,0,1,4,3.61,2.67,269.21
2,94.96,1,2,4,0,3.61,7.82,253.96
6,125.11,2,1,4,1,0.00,7.71,239.08
4,102.02,1,1,3,3,0.00,7.78,256.84
6,95.58,1,0,1,2,6.94,6.39,377.62
4,156.95,2,1,3,2,6.26,4.98,398.50
4,91.04,1,1,1,1,0.00,3.24,188.55
2,95.03,1,0,3,1,6.06,7.22,304.12
5,142.74,2,0,0,0,0.00,2.68,206.58
2,48.37,1,2,3,3,0.00,5.83,184.37
6,126.12,2,2,0,0,0.00,3.55,181.12
3,103.23,2,0,0,1,0.00,3.28,161.69
6,92.07,2,2,0,2,0.00,4.66,209.93
4,117.30,2,2,3,4,0.00,7.37,272.77
5,87.83,2,1,2,0,0.00,5.46,176.42
6,133.38,2,2,3,3,0.00,3.22,262.63
1,30.00,1,1,0,4,0.00,5.18,113.46
1,79.68,2,1,1,0,0.00,7.76,154.42
4,61.47,2,0,2,4,5.28,7.63,368.07
5,106.83,1,2,0,3,0.00,7.72,196.76
4,57.33,1,2,1,4,0.00,2.62,187.18
5,69.52,2,1,4,1,3.34,5.10,291.51
