area_m2,habitaciones,banos,estrato,antiguedad_anos,parqueaderos,distancia_centro_km,piso,precio_cop
194.14,6,3,3,26,1,16.38,6,772780000
39.73,1,1,4,18,0,9.43,1,396380000
39.78,1,1,2,3,0,24.88,7,182770000
125.99,4,2,4,6,1,11.29,19,486810000
149.14,4,3,3,32,1,18.55,1,644710000
105.23,3,1,3,37,1,13.73,7,363490000
108.98,2,2,4,21,0,19.76,11,427210000
202.31,4,3,5,37,2,5.2,3,1120020000
141.34,4,3,3,7,1,8.83,11,568670000
39.71,2,1,3,31,0,24.61,1,188180000
40.06,1,1,4,2,1,15.66,8,304300000
162.17,4,3,4,32,1,13.89,3,838850000
91.38,2,1,3,1,0,7.79,14,529300000
109.4,3,1,4,37,1,14.57,19,450580000
103.83,3,1,3,3,0,12.38,5,320390000
41.81,2,1,5,3,0,6.79,17,291610000
115.95,3,3,2,9,1,13.61,3,548980000
45.04,2,1,5,26,0,10.66,2,240760000
51.71,1,1,5,3,0,8.07,13,299780000
113.35,4,3,4,9,1,7.84,18,779500000
178.13,5,2,5,0,1,5.16,4,1039090000
103.06,2,2,2,20,1,9.87,10,436240000
56.45,1,1,2,10,0,9.81,13,258210000
69.3,2,1,5,27,0,13.49,6,479930000
80.85,2,1,5,0,0,13.48,8,460640000
66.1,2,2,4,23,0,7.36,14,299550000
89.57,2,1,2,13,1,14.75,7,330620000
155.96,4,2,5,21,1,17.27,20,711250000
167.12,5,2,4,25,1,10.33,14,892670000
96.3,3,2,4,0,0,9.45,9,530030000
94.43,2,2,5,38,0,6.33,6,464330000
128.82,3,3,5,26,1,1.7,15,861120000
121.04,3,2,4,0,0,3.65,3,747480000
88.12,2,2,4,12,0,8.43,8,613080000
145.62,4,3,4,22,1,8.85,7,783870000
70.23,2,2,3,29,0,18.89,19,359740000
134.87,4,2,3,9,1,14.32,17,652080000
49.49,1,1,6,28,0,17.45,7,357640000
156.8,5,1,3,29,1,17.64,5,584230000
206.14,5,4,4,21,2,10.62,17,973580000
140.93,4,3,3,24,0,14.33,12,540980000
48.08,1,1,5,40,0,8.91,7,210540000
95.42,2,2,4,25,1,5.11,1,670620000
179.57,5,2,3,27,1,15.74,18,885480000
87.88,2,2,4,35,1,12.97,6,386660000
40.61,1,1,4,37,0,13.3,19,210950000
89.93,3,3,6,4,0,6.72,3,579200000
189.04,5,2,3,28,3,11.96,11,812660000
45.35,1,2,3,23,0,17.11,5,168570000
164.95,4,3,2,1,1,16.53,14,650560000
90.75,3,1,4,32,1,9.47,14,491580000
180.19,5,4,6,7,2,16.03,16,1194890000
143.99,4,2,4,25,2,11.08,14,718630000
72.78,2,1,3,8,0,7.26,9,468410000
71.66,2,1,5,20,0,13.98,15,344000000
151.38,4,2,3,11,1,9.85,6,791410000
99.86,3,2,2,37,1,10.27,3,384250000
119.67,3,1,4,36,1,15.92,10,439890000
166.86,5,3,3,33,1,12.38,14,784170000
190.39,5,3,4,18,2,8.94,6,910460000
149.85,4,2,4,18,1,8.44,7,885720000
126.79,4,2,3,18,1,3.55,1,537650000
67.71,2,2,3,1,0,18.94,3,265300000
104.12,3,2,2,20,1,17.12,4,454430000
97.31,2,2,5,25,1,15.62,6,490870000
135.55,4,2,5,14,0,12.26,18,776740000
47.36,1,2,4,14,0,10.7,20,393250000
183.46,6,3,5,28,2,9.68,13,963550000
192.77,5,3,5,39,1,12.37,4,1038680000
52.85,1,1,5,4,0,12.5,1,329960000
43.36,1,1,6,11,1,2.72,6,378200000
208.61,6,4,4,36,2,15.5,19,949840000
90.89,2,2,4,31,0,8.23,1,569380000
105.85,3,2,3,36,0,10.11,3,495150000
116.07,3,3,3,15,0,17.7,7,501620000
84.01,2,2,4,34,1,13.03,18,450430000
91.7,2,3,6,19,0,9.81,5,679300000
209.84,6,3,4,28,1,16.01,7,916830000
167.93,4,2,5,29,1,14.33,20,890380000
131.93,4,2,5,18,0,8.4,4,616960000
153.83,5,2,3,1,2,10.51,15,789440000
65.33,1,1,3,40,0,10.29,20,372390000
182.78,5,3,5,10,1,12.88,5,879880000
153.35,4,3,5,40,1,13.85,17,774990000
69.96,2,1,3,29,0,6.42,3,355420000
80.54,3,1,3,38,1,13.72,19,256470000
160.01,4,3,3,15,0,15.18,7,825980000
189.4,5,3,3,12,1,15.92,1,813640000
188.49,6,3,4,37,2,14.41,9,873640000
149.52,4,2,5,19,1,14.19,10,928020000
67.61,2,1,5,19,0,6.23,5,387930000
41.93,1,1,2,11,0,15.91,17,253500000
204.6,6,4,3,37,2,13.47,3,941520000
198.85,5,3,4,15,2,13.62,20,967610000
185.49,6,3,3,13,1,20.02,2,864500000
202.15,6,3,4,25,2,8.95,13,899540000
146.59,4,3,3,6,1,12.13,15,692780000
87.83,3,2,3,29,0,11.12,5,242970000
201.11,5,3,2,31,1,12.85,10,830960000
139.53,4,2,3,28,0,13.4,6,554420000
183.07,6,3,2,24,0,11.02,11,778410000
159.42,4,3,3,32,2,12.22,5,773430000
84.09,3,2,3,33,0,13.47,14,335650000
125.64,3,2,3,23,1,19.75,3,554730000
101.34,3,2,2,19,0,10.48,10,441130000
64.06,1,1,4,29,0,11.8,2,360740000
139.28,3,3,5,39,0,6.71,2,679110000
186.65,5,3,5,5,2,13.27,9,1009170000
155.12,4,2,3,39,1,9.21,12,769680000
86.1,3,2,4,11,0,10.12,2,425690000
142.08,5,2,4,39,1,6.73,3,684160000
99.36,3,2,5,1,0,13.16,5,640700000
136.67,3,1,2,26,0,6.66,12,459880000
115.88,3,2,3,26,0,12.23,11,407240000
139.47,3,3,5,30,0,9.5,14,712970000
105.85,2,2,4,39,1,6.46,19,754220000
40.86,1,2,3,38,0,14.65,20,200410000
202.79,5,3,4,31,2,7.72,15,973840000
136.5,3,3,5,26,1,14.42,11,844750000
89.09,3,1,2,7,0,13.18,11,454090000
96.49,2,1,6,37,0,7.94,5,534550000
128.45,4,3,4,10,1,20.72,16,520640000
47.56,2,1,3,36,0,13.83,13,259570000
76.25,2,2,3,2,1,9.74,16,378050000
103.7,4,3,5,4,1,10.67,10,736620000
182.66,4,3,3,21,1,7.44,4,779480000
183.14,4,2,2,7,2,12.2,10,807140000
113.44,2,3,4,9,0,6.59,17,673660000
143.6,3,2,4,20,1,11.15,19,675890000
74.59,2,1,3,20,0,7.3,14,211670000
209.65,6,4,2,7,2,12.53,4,760060000
192.83,5,3,3,24,2,9.91,4,923500000
203.08,6,3,2,39,1,12.21,9,797680000
117.98,4,2,4,20,1,18.14,10,529740000
132.9,3,1,5,32,1,8.1,4,720760000
165.24,4,2,5,28,1,13.5,11,826020000
179.02,5,3,2,2,1,13.4,9,733090000
164.78,6,2,3,27,2,17.63,15,779110000
40.36,2,1,3,30,0,17.8,8,198410000
127.86,4,2,2,15,1,12.13,4,510910000
49.43,2,1,3,19,0,16.03,6,142060000
40.21,1,2,3,14,0,16.13,16,80000000
89.16,2,1,3,18,1,5.43,2,580430000
161.53,4,3,3,33,1,13.16,13,749950000
205.55,5,3,4,19,2,22.55,10,1091840000
70.43,3,2,3,39,0,14.47,17,308440000
116.43,3,2,3,16,1,17.73,1,595080000
78.16,1,1,3,22,0,4.82,13,399710000
190.42,4,3,6,18,1,4.65,8,1133340000
77.57,1,2,5,34,0,11.73,6,346850000
162.9,4,3,3,6,2,21.87,4,722780000
125.7,4,2,2,11,1,8.08,11,540340000
125.19,3,2,3,37,0,8.75,9,492460000
39.57,1,1,3,2,0,9.58,8,351610000
68.88,1,1,2,7,0,13.17,5,133250000
58.31,1,1,4,30,1,5.4,4,385580000
89.29,2,2,5,8,1,10.53,19,639480000
64.98,1,1,3,6,0,11.88,14,343170000
117.19,4,2,3,8,0,17.76,8,417070000
81.23,2,1,4,29,0,9.35,4,447050000
158.78,4,3,5,29,2,16.92,6,797270000
38.18,2,1,5,33,0,11.1,16,344600000
123.91,4,2,3,5,0,8.53,3,552320000
193.36,5,4,3,27,2,14.4,17,886170000
122.17,3,2,4,16,1,12.32,14,489730000
124.54,2,2,5,13,1,11.62,17,655760000
100.77,3,1,4,9,0,18.06,8,618910000
144.47,3,3,4,10,1,8.54,20,827130000
55.1,3,1,4,8,1,10.01,15,256370000
189.95,6,3,4,31,1,8.53,18,932370000
169.07,4,3,3,16,1,8.59,12,887000000
112.85,2,2,2,13,0,12.23,15,570590000
163.16,4,3,4,28,1,4.65,14,746880000
167.77,4,2,3,5,1,13.44,5,712510000
86.35,3,2,3,10,1,16.27,17,564080000
112.15,3,2,3,5,0,20.13,17,528430000
129.59,5,2,5,6,0,3.92,20,657460000
197.27,5,2,4,29,2,7.73,15,973140000
92.83,3,2,4,36,1,8.1,12,492230000
161.82,4,2,4,0,2,12.32,8,850860000
190.79,6,3,3,36,3,13.51,6,856100000
136.45,4,3,3,38,1,17.19,20,522440000
200.58,5,3,5,8,1,21.09,2,1048560000
90.44,2,2,3,27,0,15.75,19,490090000
96.88,3,1,3,18,0,12.75,2,524660000
130.23,4,2,4,36,0,14.11,12,579440000
86.13,2,2,6,32,0,3.86,19,608230000
65.34,1,1,2,14,0,12.81,14,232750000
95.54,2,2,4,35,0,11.65,4,379060000
92.31,3,2,2,18,0,15.68,19,462700000
202.73,6,3,3,28,1,8.58,17,919180000
185.89,5,3,2,21,2,13.55,2,845690000
72.5,3,2,3,10,1,12.56,6,312050000
112.57,3,2,5,19,1,10.69,15,786820000
159.72,4,3,3,36,1,10.11,15,678020000
124.77,4,3,5,34,1,11.06,7,608240000
105.81,3,2,4,1,1,3.34,5,541940000
100.39,3,2,4,39,0,2.2,11,453420000
197.47,5,3,3,34,2,13.9,12,978470000
196.09,6,4,5,40,2,5.02,13,993210000
108.2,3,2,4,40,1,4.34,9,551460000
162.41,5,2,5,37,1,7.86,14,904490000
205.89,6,3,4,30,1,14.16,12,998930000
53.19,1,1,3,38,1,15.59,20,416470000
78.39,2,2,3,1,0,15.06,10,303200000
73.57,2,1,5,11,0,6.53,3,428440000
192.62,5,3,4,15,1,13.33,15,815090000
182.03,5,4,4,17,1,11.84,18,707880000
74.35,2,2,4,29,0,14.3,10,391720000
178.84,5,3,2,36,1,15.65,18,536370000
153.89,4,3,4,13,1,11.26,17,731680000
80.05,2,1,5,20,0,17.61,18,429940000
195.95,5,2,2,17,2,14.78,2,688290000
95.16,3,2,4,26,1,16.76,17,488520000
98.56,2,2,3,14,0,11.07,18,501410000
163.63,4,3,3,18,1,11.24,8,872300000
100.68,4,3,4,6,1,14.11,18,480940000
97.53,2,3,5,34,0,6.81,19,461790000
152.03,4,2,3,37,1,15.1,18,737610000
41.98,1,1,2,37,0,8.06,15,267540000
201.2,5,3,4,13,2,9.9,6,979120000
70.12,1,2,5,27,0,10.94,5,462630000
114.85,3,2,5,38,1,0.5,12,678630000
206.31,5,3,3,11,1,12.83,17,969300000
48.82,1,1,2,20,0,18.69,1,148090000
136.5,5,2,3,17,2,9.33,10,687520000
194.54,6,3,4,10,1,10.73,11,877570000
121.89,3,1,4,21,1,12.2,11,485090000
139.64,4,2,3,13,0,0.5,2,722650000
83.54,2,2,5,3,0,6.46,4,541300000
129.91,3,3,4,27,0,9.89,16,512450000
86.08,3,2,3,29,0,16.58,9,459690000
96.15,2,2,3,3,0,13.29,2,512260000
177.45,4,3,2,17,2,16.0,17,728740000
192.61,5,4,3,33,2,10.49,1,932710000
184.45,5,3,3,34,2,11.98,9,699590000
143.94,4,2,4,25,2,5.64,3,863970000
151.07,4,2,4,15,1,11.77,8,586400000
173.36,5,3,4,23,1,19.06,5,841210000
206.13,6,3,4,24,2,13.62,15,1146210000
122.63,3,2,2,13,1,9.87,4,538290000
158.65,5,2,5,21,1,11.6,14,889750000
170.97,4,3,5,13,2,20.86,10,902360000
44.71,2,1,4,20,0,15.56,2,133090000
162.69,5,3,5,14,2,15.06,20,929860000
131.84,4,2,3,31,1,12.52,15,683500000
59.71,1,1,3,37,0,7.35,5,352630000
51.27,2,1,5,16,0,13.97,5,442690000
139.31,3,3,4,26,1,12.09,8,649640000
42.93,2,2,4,20,0,16.57,17,184310000
60.21,1,2,4,2,0,16.66,20,351110000
95.19,3,2,4,25,1,17.77,9,615270000
60.73,1,1,2,30,1,15.48,19,265340000
201.53,6,4,3,0,2,18.79,3,924350000
88.04,3,2,6,18,1,9.4,12,663050000
43.93,2,1,2,36,0,9.33,20,273830000
201.34,5,2,5,1,2,8.87,6,1123640000
42.76,1,1,3,10,0,11.68,6,112790000
150.05,4,3,3,13,1,10.37,19,740980000
42.03,1,1,3,27,0,13.15,15,323240000
76.26,2,1,4,16,0,13.36,20,333000000
48.85,3,1,5,28,1,11.67,19,295950000
159.3,4,2,5,25,1,7.38,19,927720000
138.05,4,3,5,35,1,10.26,1,810000000
174.82,4,3,3,26,1,9.52,19,725170000
132.15,3,2,3,27,1,10.52,15,714580000
99.15,3,2,2,17,1,13.24,15,305390000
144.8,4,2,5,20,1,7.54,11,840820000
177.32,5,3,6,11,2,6.73,18,1081540000
108.31,2,2,3,33,1,16.97,14,466740000
184.57,3,4,3,9,2,10.31,14,1010290000
173.81,4,3,4,15,1,3.32,18,891240000
116.52,3,2,6,16,1,8.52,11,763980000
178.02,4,3,4,1,1,7.59,9,1007120000
103.68,3,2,2,3,0,12.79,20,436560000
153.91,5,3,3,35,1,15.82,13,692360000
98.77,2,1,2,20,1,8.38,20,454980000
172.68,5,3,4,32,1,11.44,6,832240000
145.92,5,2,4,21,1,11.28,16,805200000
116.65,3,1,3,38,0,10.0,5,385680000
58.76,1,1,6,2,0,3.81,9,477960000
85.73,2,1,3,24,0,12.93,4,429120000
92.6,3,1,4,9,0,13.02,17,506600000
62.32,2,2,4,5,0,0.83,6,346230000
197.93,5,3,3,17,2,12.3,16,736440000
165.78,4,3,2,20,1,11.39,20,746380000
46.38,2,1,3,40,0,19.01,16,135520000
197.11,6,3,3,1,2,5.75,19,891990000
69.11,3,2,3,8,0,5.3,17,316420000
141.94,3,3,3,37,1,9.01,14,602710000
105.34,3,2,4,35,0,13.16,3,506220000
53.25,1,1,4,17,0,11.05,2,395500000
84.79,2,2,4,33,1,10.9,7,519940000
117.17,3,3,2,2,0,16.72,20,572690000
79.49,2,2,2,21,1,13.34,11,378850000
106.64,4,2,4,6,1,14.76,14,525930000
198.15,6,3,2,14,1,10.12,14,801460000
80.32,2,1,2,29,0,21.0,17,301130000
85.35,2,2,4,26,0,12.17,6,350560000
39.79,1,1,5,34,1,7.34,9,193390000
108.81,3,3,3,7,1,11.79,12,636740000
140.86,3,2,3,24,0,13.0,7,540800000
136.95,4,3,5,6,0,9.99,20,898170000
65.5,2,1,4,18,0,12.37,15,394450000
126.59,3,3,4,19,0,6.14,2,733990000
52.36,1,2,3,34,1,7.84,11,345610000
172.07,3,3,5,5,1,12.89,8,856830000
128.99,4,2,4,1,0,13.81,15,642150000
74.26,2,1,3,26,1,15.72,12,334350000
42.11,1,1,5,22,0,12.67,19,364990000
180.94,4,3,5,37,2,4.76,14,1091250000
97.77,3,1,3,39,0,6.94,16,381650000
105.12,3,2,3,32,1,13.79,6,591600000
84.4,2,2,2,12,0,13.43,12,428300000
167.18,5,2,3,32,1,10.58,19,579250000
195.42,5,3,4,11,1,12.44,16,940340000
65.34,1,1,3,14,0,7.66,7,410430000
41.27,2,1,3,27,0,16.25,20,175750000
61.59,1,1,3,18,0,12.81,5,409190000
205.06,5,3,3,4,2,11.21,4,910730000
142.49,4,2,6,35,1,6.35,2,708760000
43.05,1,1,3,22,0,15.51,7,137260000
142.06,4,3,3,6,0,15.98,8,532430000
65.48,3,1,3,16,0,15.63,10,314130000
154.96,4,2,3,12,1,7.9,10,712690000
85.09,2,2,4,27,0,14.24,12,430760000
121.31,2,2,4,1,2,7.63,2,693310000
167.59,4,3,3,2,1,17.2,5,782690000
191.79,5,3,5,19,2,9.96,14,1098920000
90.61,3,1,4,0,1,6.69,4,557840000
179.09,4,3,5,3,2,2.67,5,1018850000
132.07,3,2,3,9,1,9.88,9,650980000
82.39,2,2,4,12,0,6.91,5,410630000
90.18,3,2,4,18,0,6.04,15,483610000
183.98,6,4,3,18,2,9.34,7,698340000
209.67,5,4,4,0,1,8.17,6,1083880000
131.67,3,2,4,18,1,3.89,7,582380000
180.3,5,3,3,37,1,13.01,7,751650000
116.78,3,2,3,39,1,21.4,11,490340000
159.49,5,3,4,23,1,8.35,15,622830000
94.0,3,1,4,40,0,15.87,10,481700000
104.62,3,1,3,31,1,12.19,9,566120000
151.76,3,3,4,10,0,13.31,15,772720000
112.4,2,2,5,23,1,12.84,10,763760000
149.51,4,2,3,32,1,22.03,16,594760000
201.41,6,3,3,18,1,6.94,11,1040720000
206.22,6,4,2,30,2,10.84,7,786160000
106.13,3,3,4,30,0,11.89,5,609020000
95.61,2,2,4,8,1,7.05,5,562220000
124.43,3,3,5,33,0,14.63,13,690300000
112.82,3,3,4,33,1,12.43,19,600600000
57.66,1,2,3,22,1,7.79,12,413910000
98.4,3,2,3,31,0,7.42,14,345550000
78.54,2,2,6,21,0,8.35,15,589210000
175.22,5,3,4,6,2,12.15,7,792460000
80.95,2,2,6,7,0,10.59,5,723500000
62.23,2,1,2,7,0,10.2,7,357820000
150.28,4,3,3,13,1,10.28,16,769530000
144.28,3,3,2,24,1,14.98,8,449910000
131.98,4,2,3,20,0,5.64,4,565260000
139.04,3,3,6,6,1,4.9,13,959270000
75.7,2,1,6,9,0,8.71,20,503650000
88.15,2,1,2,39,1,18.49,1,315460000
128.31,4,2,5,39,2,6.57,14,722470000
45.68,1,2,2,5,0,19.88,7,123170000
78.18,2,2,3,0,0,7.79,15,373690000
202.24,6,3,6,26,1,12.53,9,1154120000
119.39,2,2,4,29,1,8.39,16,588850000
140.01,4,2,5,13,2,10.71,12,903090000
164.94,5,3,4,21,2,12.97,4,817070000
174.85,5,3,3,35,1,15.66,15,749530000
87.77,3,1,6,23,0,7.74,15,485430000
117.77,3,2,5,39,0,3.04,6,690490000
110.62,2,2,5,3,1,12.74,11,602030000
131.13,5,2,4,30,1,11.79,10,668540000
165.48,5,2,6,22,1,0.5,6,1118050000
132.47,4,2,3,27,1,11.76,6,775750000
173.79,6,3,3,10,1,14.37,2,893530000
206.69,6,3,5,14,2,14.41,8,1170110000
60.57,2,1,3,24,0,18.44,7,202070000
166.24,4,4,3,3,1,10.75,2,805530000
192.78,5,3,5,19,2,7.99,16,1050870000
120.38,3,2,5,1,1,17.7,18,736110000
118.59,4,2,3,36,0,16.49,5,485180000
103.04,3,2,3,30,1,12.95,19,417260000
119.31,4,3,4,29,1,4.14,13,777320000
94.35,2,2,3,9,1,15.4,8,528240000
160.0,5,3,5,38,1,13.43,12,978490000
75.41,2,1,4,32,0,14.71,16,330180000
165.84,5,2,3,10,1,13.18,3,812950000
183.74,5,3,3,30,2,8.93,15,969140000
169.61,4,3,3,12,1,13.58,12,794760000
55.25,2,1,2,12,0,21.44,10,254120000
139.85,4,3,5,15,1,10.25,15,726930000
186.57,4,3,5,20,1,9.14,8,1127710000
140.09,4,2,3,1,1,14.99,7,614870000
103.41,2,2,4,17,0,13.38,3,542240000
111.93,4,2,5,12,1,10.88,10,773310000
88.06,3,2,4,11,1,4.66,16,533980000
195.49,5,3,2,1,1,15.28,11,807430000
203.7,6,3,2,15,2,8.91,19,841150000
56.72,1,1,5,37,0,7.1,1,168890000
72.04,2,1,3,9,0,9.55,5,289930000
149.26,3,3,4,3,2,16.0,14,747000000
157.43,5,2,5,40,1,6.29,3,885100000
88.65,3,2,4,16,0,12.13,7,492910000
178.64,5,3,2,10,2,17.82,16,735060000
69.26,2,1,4,13,1,13.2,13,440360000
80.01,2,2,4,25,0,15.17,12,431610000
183.21,4,2,3,29,1,15.66,15,807650000
195.48,6,4,4,28,2,7.41,17,1002330000
144.76,4,2,2,27,1,15.02,2,623340000
127.75,4,3,5,33,1,12.87,12,623270000
186.09,5,3,3,28,2,24.2,5,725200000
121.17,3,3,3,24,1,10.51,3,474380000
157.82,4,3,3,6,0,9.52,10,736810000
119.21,3,3,3,30,0,9.45,20,608080000
97.49,3,1,5,40,0,9.93,13,431540000
83.02,2,2,3,39,0,13.5,16,421980000
110.84,3,2,4,20,1,12.34,2,588440000
100.57,2,2,5,16,0,10.53,3,405650000
94.47,3,1,2,27,1,13.2,9,219110000
198.61,6,3,3,25,2,14.97,13,963630000
179.49,5,3,4,8,1,16.0,10,918320000
88.51,3,2,4,27,0,11.88,18,577030000
75.48,2,1,4,29,0,11.37,13,342600000
49.93,2,2,3,36,0,18.34,17,396880000
204.11,6,3,3,40,1,11.14,5,847660000
100.43,3,2,3,30,1,12.21,9,382440000
114.98,3,2,6,16,1,8.67,12,779420000
202.41,6,3,2,2,1,15.71,7,886950000
114.42,2,3,3,16,1,13.39,15,693440000
177.34,5,4,3,16,0,9.12,5,874710000
58.02,2,1,3,26,0,19.12,1,290360000
197.04,5,3,2,1,1,16.32,2,871970000
203.07,5,4,3,5,1,12.76,1,908010000
139.57,3,1,4,15,1,12.87,16,813860000
169.29,4,2,6,36,1,12.93,10,1055540000
62.92,2,2,4,11,0,8.74,17,308450000
56.19,1,1,4,12,0,14.01,13,363480000
39.67,1,1,3,24,0,9.23,6,246570000
161.15,3,3,4,27,0,14.38,8,750180000
125.84,3,2,3,27,1,4.54,6,600300000
67.79,2,1,3,1,0,14.23,2,412120000
59.92,2,1,3,21,1,9.53,20,278340000
91.51,3,3,2,21,0,10.23,20,529450000
106.52,3,2,3,4,1,12.96,16,548620000
198.1,6,3,4,7,2,8.9,12,1011630000
94.78,2,1,5,38,0,13.34,15,617580000
155.29,5,3,3,25,1,15.43,7,747860000
192.88,6,3,2,25,2,5.72,20,824440000
200.45,5,3,4,9,1,4.95,13,1038030000
149.68,4,2,2,21,1,12.85,6,656880000
146.78,4,2,4,5,1,11.26,10,723950000
54.89,2,1,4,27,0,13.33,14,270880000
90.07,2,2,5,34,1,7.14,16,600970000
118.23,3,2,5,27,1,4.78,8,622130000
124.96,3,2,3,18,1,19.56,16,497340000
156.49,4,3,3,3,1,9.91,12,752820000
109.48,3,2,4,15,1,7.82,17,610270000
46.71,1,1,4,8,0,12.27,5,245720000
164.22,5,3,2,18,2,16.63,16,740210000
143.21,5,3,5,20,2,8.42,2,688870000
117.88,4,2,4,23,1,13.35,15,677670000
131.34,4,3,4,1,1,10.76,18,730580000
132.41,3,3,5,35,1,5.24,8,845480000
199.92,5,3,5,35,2,7.38,17,1169720000
197.93,6,3,4,38,2,6.78,20,908940000
156.0,4,3,3,15,1,15.5,2,841550000
185.36,4,3,3,30,1,16.61,20,721320000
58.17,2,1,2,25,0,16.99,16,412370000
70.35,1,1,3,5,0,13.89,5,518440000
73.37,2,1,2,27,0,6.66,13,284860000
143.73,4,3,4,29,1,17.13,17,725410000
51.48,1,1,4,27,1,12.95,9,441090000
204.77,6,4,3,27,1,9.3,4,1079970000
167.25,4,3,2,35,2,14.31,18,642420000
205.4,4,3,3,17,1,11.25,2,923360000
93.41,2,1,4,24,0,14.99,18,654710000
128.64,3,4,3,13,0,7.13,11,789730000
108.82,3,2,4,16,1,9.67,14,555380000
57.17,2,1,3,12,0,15.37,9,345070000
106.68,3,1,4,32,0,7.52,2,433510000
191.99,6,3,2,20,2,14.25,16,807860000
130.35,3,2,3,27,1,11.89,10,584670000
153.77,3,3,6,9,1,9.21,10,915950000
199.19,5,3,5,17,2,14.71,9,1039130000
74.99,2,1,3,25,1,7.38,11,440820000
147.19,5,3,6,5,1,5.7,13,1026510000
38.24,1,2,3,8,0,16.98,19,274440000
38.35,1,1,3,37,0,7.67,18,160120000
145.9,4,3,3,35,1,18.16,14,573710000
111.79,3,3,4,9,1,16.98,6,519560000
126.01,3,2,3,27,0,11.6,20,592720000
109.71,3,2,4,38,1,15.85,12,422250000
179.22,5,2,4,23,1,14.77,13,716090000
147.24,4,2,2,31,2,21.77,11,697690000
41.44,1,1,4,26,0,8.47,7,169990000
209.52,5,3,2,19,2,10.61,7,680600000
103.86,2,2,3,9,0,11.63,6,440920000
196.4,5,4,2,37,2,7.42,12,797750000
62.61,1,2,4,38,0,16.85,17,177200000
150.12,4,1,4,21,1,11.31,5,635240000
162.32,4,3,3,14,1,13.05,13,832870000
120.84,2,2,5,30,1,10.79,2,737620000
166.17,5,3,4,28,1,4.44,5,944480000
161.31,5,3,3,10,1,9.71,13,760760000
89.72,3,2,5,18,0,13.08,1,578830000
203.69,6,4,3,16,1,9.35,13,829220000
68.25,2,2,3,14,0,12.24,11,344840000
201.94,6,4,4,13,1,8.63,4,974870000
58.69,2,1,2,27,1,17.44,13,175370000
170.72,4,3,4,23,1,12.62,14,1031710000
43.2,1,1,3,24,1,23.94,6,171970000
132.87,3,4,4,35,1,14.46,10,754460000
207.89,6,4,4,7,2,7.56,18,1154790000
191.15,5,3,3,24,1,20.45,1,790340000
173.87,5,3,4,40,2,7.91,20,877650000
122.5,3,2,5,16,1,7.88,2,676950000
125.84,3,2,4,6,1,9.47,1,576810000
83.9,2,1,3,21,0,14.44,10,440110000
97.22,3,2,2,34,0,19.97,7,437660000
82.84,2,1,3,4,0,9.47,19,465660000
92.95,2,2,4,9,0,13.24,3,602670000
199.87,5,4,4,37,2,10.56,17,1094350000
197.38,6,3,3,5,2,19.39,8,1083700000
141.13,3,3,2,7,1,16.53,6,517130000
194.04,6,2,2,23,2,9.56,10,756480000
200.55,5,3,2,38,1,14.12,14,924030000
181.13,5,3,6,28,1,15.27,15,994170000
204.32,5,4,3,32,2,15.77,3,866490000
171.98,5,3,4,38,1,11.15,3,717600000
198.71,4,3,3,9,1,16.19,17,875390000
103.37,3,2,5,2,0,6.61,17,795930000
93.37,2,2,5,7,0,5.4,19,452260000
107.34,3,2,6,26,1,2.41,20,703890000
94.13,3,2,5,13,0,19.73,19,630040000
49.33,2,2,4,11,0,14.16,20,244170000
133.43,4,3,5,14,1,6.03,9,807160000
107.71,2,2,4,11,1,18.08,5,456380000
73.13,1,1,4,12,0,7.45,10,378530000
204.5,6,4,4,18,1,8.34,19,845910000
109.33,4,2,4,6,1,16.61,4,654110000
155.72,4,2,4,5,0,14.1,19,805250000
184.58,5,3,5,29,1,3.53,8,846860000
158.04,4,4,3,26,1,17.12,17,660390000
160.19,5,3,3,10,2,11.91,9,622040000
125.76,3,2,3,17,0,15.56,14,563540000
197.87,5,4,4,26,2,11.29,6,854730000
58.27,1,1,2,37,0,20.09,11,282390000
111.0,3,2,4,7,1,12.26,1,560520000
85.68,1,2,4,38,0,10.09,20,382930000
73.17,3,2,4,23,0,12.97,17,466050000
67.49,2,1,3,32,0,15.76,3,233420000
49.74,1,1,3,20,0,11.24,14,243840000
197.75,6,3,4,23,2,7.12,16,1019700000
122.88,2,2,2,0,1,18.93,2,446970000
125.41,4,2,4,29,1,7.26,7,579970000
64.34,2,1,3,2,0,16.6,13,251180000
144.83,4,3,3,6,1,6.22,17,750430000
46.68,1,1,4,17,0,7.58,10,245410000
123.87,4,2,4,20,1,10.16,19,767770000
72.33,2,1,3,6,0,10.0,12,438810000
200.13,5,3,2,22,3,8.04,10,815350000
168.24,5,3,5,21,1,7.35,9,762180000
139.09,4,3,3,24,1,15.29,6,640630000
177.42,4,4,3,12,1,17.59,13,753860000
176.91,5,3,4,23,1,14.91,11,863260000
188.12,6,3,5,6,2,8.19,19,897200000
93.04,3,2,4,10,0,9.83,2,440060000
92.82,2,2,4,2,1,10.64,14,461070000
111.86,3,2,4,18,1,18.8,8,519990000
195.54,4,3,3,25,2,18.86,10,760620000
57.26,3,1,4,23,0,16.7,3,211770000
46.15,1,1,3,11,0,14.63,7,207580000
152.61,4,2,6,30,1,9.16,19,763830000
150.84,5,2,4,18,1,8.54,13,734550000
129.56,3,1,6,28,0,13.43,11,770740000
181.02,5,4,4,27,2,13.51,20,829160000
